TXid, StartTime, EndTime, ResponseTime, Aborted
12290, 1636469139737, 1636469140393, 656
10758, 1636469084117, 1636469084781, 664
12039, 1636469130843, 1636469131505, 662
11020, 1636469093485, 1636469094141, 656
11278, 1636469103078, 1636469103753, 675
11791, 1636469122111, 1636469122765, 654
11536, 1636469112117, 1636469112774, 657
12308, 1636469140403, 1636469141413, 1010
10774, 1636469084783, 1636469085437, 654
12059, 1636469131509, 1636469132169, 660
11294, 1636469103753, 1636469104413, 660
11807, 1636469122777, 1636469123437, 660
11040, 1636469094151, 1636469094813, 662
11555, 1636469112783, 1636469113437, 654
10791, 1636469085449, 1636469086101, 652
12079, 1636469132175, 1636469132845, 670
12336, 1636469141413, 1636469142069, 656
11313, 1636469104419, 1636469105073, 654
11826, 1636469123443, 1636469124102, 659
11059, 1636469094818, 1636469095481, 663
11574, 1636469113450, 1636469114113, 663
10808, 1636469086115, 1636469086773, 658
12098, 1636469132845, 1636469133505, 660
11331, 1636469105085, 1636469105741, 656
11845, 1636469124109, 1636469124769, 660
11079, 1636469095484, 1636469096145, 661
11592, 1636469114116, 1636469114773, 657
10825, 1636469086781, 1636469087449, 668
12116, 1636469133511, 1636469134165, 654
11350, 1636469105751, 1636469106405, 654
11096, 1636469096150, 1636469096813, 663
11608, 1636469114782, 1636469115441, 659
11865, 1636469124775, 1636469125438, 663
10843, 1636469087449, 1636469088113, 664
12134, 1636469134177, 1636469134841, 664
11112, 1636469096816, 1636469097717, 901
11624, 1636469115449, 1636469116109, 660
11370, 1636469106418, 1636469107081, 663
11884, 1636469125441, 1636469126101, 660
10862, 1636469088115, 1636469088817, 702
10608, 1636469073671, 1636469074285, 614
10612, 1636469074334, 1636469074945, 611
10617, 1636469075000, 1636469075609, 609
11641, 1636469116115, 1636469116769, 654
12153, 1636469134843, 1636469135505, 662
11131, 1636469097717, 1636469098373, 656
11390, 1636469107085, 1636469107749, 664
10623, 1636469075668, 1636469076277, 609
11903, 1636469126108, 1636469126781, 673
10884, 1636469088817, 1636469089477, 660
10630, 1636469076337, 1636469076945, 608
11656, 1636469116782, 1636469117437, 655
10637, 1636469077001, 1636469077609, 608
12173, 1636469135509, 1636469136165, 656
11150, 1636469098384, 1636469099049, 665
11410, 1636469107751, 1636469108413, 662
11924, 1636469126781, 1636469127441, 660
10646, 1636469077669, 1636469078641, 972
10903, 1636469089483, 1636469090149, 666
11675, 1636469117448, 1636469118106, 658
11169, 1636469099051, 1636469099721, 670
12193, 1636469136175, 1636469136845, 670
10660, 1636469078641, 1636469079309, 668
11428, 1636469108417, 1636469109073, 656
11943, 1636469127447, 1636469128110, 663
10921, 1636469090149, 1636469090801, 652
11691, 1636469118114, 1636469118769, 655
10669, 1636469079309, 1636469079957, 648
11188, 1636469099721, 1636469100389, 668
12213, 1636469136845, 1636469137513, 668
11446, 1636469109083, 1636469109765, 682
10679, 1636469079975, 1636469080629, 654
11961, 1636469128113, 1636469128773, 660
10940, 1636469090815, 1636469091478, 663
11708, 1636469118780, 1636469119433, 653
10690, 1636469080641, 1636469081453, 812
11208, 1636469100389, 1636469101045, 656
12233, 1636469137513, 1636469138161, 648
11467, 1636469109765, 1636469110449, 684
11724, 1636469119446, 1636469120113, 667
11982, 1636469128779, 1636469129449, 670
10703, 1636469081453, 1636469082109, 656
10960, 1636469091481, 1636469092133, 652
11225, 1636469101055, 1636469101745, 690
10716, 1636469082119, 1636469082777, 658
11740, 1636469120113, 1636469120769, 656
12252, 1636469138180, 1636469138837, 657
11487, 1636469110449, 1636469111118, 669
12001, 1636469129449, 1636469130177, 728
10980, 1636469092147, 1636469092810, 663
10729, 1636469082785, 1636469083441, 656
11245, 1636469101745, 1636469102397, 652
11757, 1636469120779, 1636469121429, 650
12270, 1636469138846, 1636469139737, 891
11507, 1636469111118, 1636469112117, 999
12020, 1636469130177, 1636469130829, 652
10743, 1636469083451, 1636469084105, 654
11000, 1636469092813, 1636469093485, 672
11260, 1636469102411, 1636469103069, 658
11775, 1636469121445, 1636469122101, 656
