Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636426201070, 1636426201858, 788, 432, 356, 0, 25, 25
2, 1, 1636426201943, 1636426202627, 684, 281, 403, 0, 1, 1
3, 1, 1636426202671, 1636426203351, 680, 280, 400, 0, 0, 0
4, 1, 1636426203396, 1636426204071, 675, 278, 397, 0, 1, 1
5, 1, 1636426204116, 1636426204795, 679, 274, 405, 0, 1, 1
6, 1, 1636426204839, 1636426205523, 684, 278, 406, 0, 1, 1
7, 1, 1636426205568, 1636426206247, 679, 276, 403, 0, 0, 0
8, 1, 1636426206292, 1636426206966, 674, 276, 398, 0, 0, 0
9, 1, 1636426207012, 1636426207699, 687, 276, 411, 0, 0, 0
10, 1, 1636426207744, 1636426208419, 675, 276, 399, 0, 1, 1
11, 1, 1636426208464, 1636426209134, 670, 277, 393, 0, 1, 1
12, 1, 1636426209180, 1636426209851, 671, 272, 399, 0, 1, 1
13, 1, 1636426209895, 1636426210563, 668, 269, 399, 0, 0, 0
14, 1, 1636426210608, 1636426211275, 667, 266, 401, 0, 0, 0
15, 1, 1636426211320, 1636426211995, 675, 276, 399, 0, 0, 0
16, 1, 1636426212040, 1636426212715, 675, 277, 398, 0, 0, 0
17, 1, 1636426212760, 1636426213427, 667, 266, 401, 0, 0, 0
18, 1, 1636426213429, 1636426214055, 626, 265, 361, 0, 0, 0
19, 1, 1636426214057, 1636426214686, 629, 268, 361, 0, 0, 0
20, 1, 1636426214080, 1636426214914, 834, 380, 454, 0, 2, 2
21, 1, 1636426214688, 1636426215315, 627, 272, 355, 0, 0, 0
22, 1, 1636426214982, 1636426215658, 676, 275, 401, 0, 0, 0
23, 1, 1636426215317, 1636426215943, 626, 266, 360, 0, 0, 0
24, 1, 1636426215660, 1636426216334, 674, 273, 401, 0, 0, 0
25, 1, 1636426215945, 1636426216571, 626, 267, 359, 0, 0, 0
26, 1, 1636426216336, 1636426217010, 674, 274, 400, 0, 0, 0
27, 1, 1636426216573, 1636426217198, 625, 268, 357, 0, 0, 0
28, 1, 1636426217012, 1636426217682, 670, 271, 399, 0, 0, 0
