Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
1, 1, 1636328901212, 1636328901233, 21, 5, 3, 8
2, 1, 1636328901272, 1636328901274, 2, 0, 0, 0
3, 1, 1636328901283, 1636328901285, 2, 0, 0, 0
4, 1, 1636328901297, 1636328901301, 4, 0, 0, 0
5, 1, 1636328901312, 1636328901315, 3, 0, 0, 0
6, 1, 1636328948714, 1636328949007, 293, 11, 1, 12
7, 1, 1636328949028, 1636328949063, 35, 1, 0, 1
8, 1, 1636328949074, 1636328949103, 29, 1, 0, 1
9, 1, 1636328949112, 1636328949137, 25, 0, 0, 0
10, 1, 1636328949144, 1636328949171, 27, 0, 0, 0
11, 1, 1636328949178, 1636328949202, 24, 0, 0, 0
12, 1, 1636328949210, 1636328949234, 24, 0, 0, 0
13, 1, 1636328949242, 1636328949270, 28, 0, 0, 0
14, 1, 1636328949276, 1636328949316, 40, 0, 0, 0
15, 1, 1636328949322, 1636328949369, 47, 0, 0, 0
16, 1, 1636328949377, 1636328949396, 19, 0, 0, 0
17, 1, 1636328949403, 1636328949423, 20, 0, 0, 0
18, 1, 1636328949430, 1636328949449, 19, 1, 0, 1
19, 1, 1636328949455, 1636328949475, 20, 0, 0, 0
20, 1, 1636328949481, 1636328949503, 22, 1, 0, 1
21, 1, 1636328949510, 1636328949544, 34, 1, 0, 1
22, 1, 1636328949553, 1636328949576, 23, 0, 0, 0
23, 1, 1636328949583, 1636328949603, 20, 1, 1, 2
24, 1, 1636328949609, 1636328949629, 20, 0, 0, 0
25, 1, 1636328949635, 1636328949655, 20, 0, 0, 0
26, 1, 1636328949660, 1636328949676, 16, 0, 0, 0
27, 1, 1636328949682, 1636328949697, 15, 0, 0, 0
28, 1, 1636328949704, 1636328949720, 16, 0, 0, 0
29, 1, 1636328949726, 1636328949745, 19, 1, 0, 1
30, 1, 1636328949750, 1636328949768, 18, 0, 1, 1
31, 1, 1636328949774, 1636328949793, 19, 1, 0, 1
32, 1, 1636328949798, 1636328949821, 23, 1, 0, 1
33, 1, 1636328949827, 1636328949847, 20, 0, 0, 0
34, 1, 1636328949854, 1636328949870, 16, 0, 0, 0
35, 1, 1636328949876, 1636328949893, 17, 0, 0, 0
36, 1, 1636328949899, 1636328949918, 19, 0, 0, 0
37, 1, 1636328949923, 1636328949942, 19, 0, 0, 0
38, 1, 1636328949948, 1636328949965, 17, 1, 0, 1
39, 1, 1636328949971, 1636328949988, 17, 0, 0, 0
40, 1, 1636328949994, 1636328950010, 16, 0, 0, 0
