Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
21, 1, 1636420162788, 1636420163324, 536, 111, 425, 50, 6, 56
24, 1, 1636420163666, 1636420164074, 408, 4, 404, 2, 1, 3
26, 1, 1636420164342, 1636420164751, 409, 3, 406, 1, 0, 1
28, 1, 1636420165014, 1636420165427, 413, 4, 409, 1, 1, 2
30, 1, 1636420165690, 1636420166098, 408, 4, 404, 1, 0, 1
32, 1, 1636420166362, 1636420166770, 408, 4, 404, 2, 0, 2
34, 1, 1636420167034, 1636420167442, 408, 4, 404, 3, 0, 3
36, 1, 1636420167710, 1636420168118, 408, 3, 405, 2, 0, 2
38, 1, 1636420168386, 1636420168798, 412, 4, 408, 2, 0, 2
40, 1, 1636420169062, 1636420169474, 412, 3, 409, 1, 0, 1
42, 1, 1636420169738, 1636420170146, 408, 3, 405, 2, 0, 2
44, 1, 1636420170410, 1636420170819, 409, 3, 406, 1, 0, 1
47, 1, 1636420171082, 1636420171490, 408, 3, 405, 1, 0, 1
49, 1, 1636420171754, 1636420172162, 408, 3, 405, 3, 0, 3
51, 1, 1636420172430, 1636420172838, 408, 3, 405, 1, 0, 1
53, 1, 1636420173106, 1636420173523, 417, 7, 410, 0, 0, 0
55, 1, 1636420173786, 1636420174150, 364, 3, 361, 2, 0, 2
57, 1, 1636420174422, 1636420174782, 360, 3, 357, 0, 1, 1
59, 1, 1636420175046, 1636420175410, 364, 3, 361, 2, 0, 2
61, 1, 1636420175674, 1636420176038, 364, 1, 363, 0, 1, 1
63, 1, 1636420176302, 1636420176662, 360, 2, 358, 0, 1, 1
65, 1, 1636420176926, 1636420177286, 360, 1, 359, 0, 1, 1
67, 1, 1636420177550, 1636420177910, 360, 1, 359, 0, 0, 0
69, 1, 1636420178174, 1636420178538, 364, 2, 362, 0, 1, 1
71, 1, 1636420178806, 1636420179170, 364, 2, 362, 0, 0, 0
73, 1, 1636420179438, 1636420179802, 364, 2, 362, 0, 0, 0
75, 1, 1636420180070, 1636420180434, 364, 2, 362, 0, 1, 1
77, 1, 1636420180698, 1636420181058, 360, 2, 358, 0, 0, 0
80, 1, 1636420181322, 1636420181682, 360, 3, 357, 1, 0, 1
83, 1, 1636420181946, 1636420182310, 364, 1, 363, 0, 0, 0
86, 1, 1636420182573, 1636420182942, 369, 1, 368, 0, 0, 0
88, 1, 1636420183206, 1636420183569, 363, 1, 362, 0, 0, 0
91, 1, 1636420183834, 1636420184198, 364, 2, 362, 0, 0, 0
94, 1, 1636420184462, 1636420184826, 364, 2, 362, 0, 1, 1
97, 1, 1636420185098, 1636420185462, 364, 1, 363, 0, 1, 1
100, 1, 1636420185726, 1636420186090, 364, 1, 363, 0, 1, 1
103, 1, 1636420186354, 1636420186717, 363, 1, 362, 0, 0, 0
106, 1, 1636420186982, 1636420187342, 360, 0, 360, 0, 0, 0
109, 1, 1636420187609, 1636420187974, 365, 2, 363, 1, 0, 1
