Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636428084436, 1636428085207, 771, 412, 359, 0, 14, 14
2, 1, 1636428085299, 1636428085975, 676, 278, 398, 0, 1, 1
3, 1, 1636428086020, 1636428086699, 679, 278, 401, 0, 1, 1
4, 1, 1636428086743, 1636428087423, 680, 276, 404, 0, 0, 0
5, 1, 1636428087468, 1636428088143, 675, 278, 397, 0, 0, 0
6, 1, 1636428088187, 1636428088863, 676, 280, 396, 0, 1, 1
7, 1, 1636428088908, 1636428089583, 675, 276, 399, 0, 0, 0
8, 1, 1636428089627, 1636428090303, 676, 277, 399, 0, 1, 1
9, 1, 1636428090347, 1636428091031, 684, 273, 411, 0, 0, 0
10, 1, 1636428091075, 1636428091751, 676, 276, 400, 0, 0, 0
11, 1, 1636428091795, 1636428092471, 676, 276, 400, 0, 1, 1
12, 1, 1636428092516, 1636428093191, 675, 276, 399, 0, 0, 0
13, 1, 1636428093235, 1636428093910, 675, 275, 400, 0, 1, 1
14, 1, 1636428093640, 1636428094406, 766, 382, 384, 0, 2, 2
15, 1, 1636428093955, 1636428094631, 676, 276, 400, 0, 0, 0
16, 1, 1636428094474, 1636428095150, 676, 277, 399, 0, 0, 0
17, 1, 1636428094676, 1636428095351, 675, 276, 399, 0, 0, 0
18, 1, 1636428095196, 1636428095870, 674, 272, 402, 0, 0, 0
19, 1, 1636428095396, 1636428096071, 675, 275, 400, 0, 0, 0
20, 1, 1636428095916, 1636428096590, 674, 275, 399, 0, 1, 1
21, 1, 1636428096073, 1636428096706, 633, 274, 359, 0, 0, 0
22, 1, 1636428096592, 1636428097270, 678, 278, 400, 0, 0, 0
23, 1, 1636428096709, 1636428097335, 626, 276, 350, 0, 0, 0
24, 1, 1636428097273, 1636428097947, 674, 272, 402, 0, 0, 0
25, 1, 1636428097337, 1636428097975, 638, 275, 363, 0, 0, 0
27, 1, 1636428097977, 1636428098611, 634, 273, 361, 0, 0, 0
26, 1, 1636428097949, 1636428098622, 673, 272, 401, 0, 0, 0
28, 1, 1636428098613, 1636428099243, 630, 275, 355, 0, 0, 0
29, 1, 1636428098625, 1636428099294, 669, 271, 398, 0, 0, 0
30, 1, 1636428099245, 1636428099879, 634, 275, 359, 0, 0, 0
31, 1, 1636428099297, 1636428099982, 685, 274, 411, 0, 0, 0
32, 1, 1636428099883, 1636428100511, 628, 271, 357, 0, 0, 0
33, 1, 1636428099985, 1636428100658, 673, 274, 399, 0, 0, 0
34, 1, 1636428100513, 1636428101147, 634, 274, 360, 0, 0, 0
35, 1, 1636428100661, 1636428101342, 681, 273, 408, 0, 0, 0
36, 1, 1636428101149, 1636428101783, 634, 276, 358, 0, 0, 0
37, 1, 1636428101345, 1636428102014, 669, 273, 396, 0, 0, 0
38, 1, 1636428101785, 1636428102406, 621, 267, 354, 0, 0, 0
39, 1, 1636428101786, 1636428102582, 796, 398, 398, 0, 0, 0
40, 1, 1636428102016, 1636428102686, 670, 269, 401, 0, 0, 0
41, 1, 1636428102408, 1636428103039, 631, 277, 354, 0, 0, 0
42, 1, 1636428102648, 1636428103327, 679, 277, 402, 0, 1, 1
43, 1, 1636428102687, 1636428103362, 675, 274, 401, 0, 0, 0
44, 1, 1636428103041, 1636428103671, 630, 268, 362, 0, 0, 0
45, 1, 1636428103329, 1636428104010, 681, 277, 404, 0, 0, 0
46, 1, 1636428103364, 1636428104038, 674, 272, 402, 0, 1, 1
47, 1, 1636428103673, 1636428104302, 629, 269, 360, 0, 0, 0
48, 1, 1636428104013, 1636428104694, 681, 275, 406, 0, 0, 0
49, 1, 1636428104041, 1636428104718, 677, 273, 404, 0, 0, 0
50, 1, 1636428104304, 1636428104931, 627, 272, 355, 0, 0, 0
52, 1, 1636428104721, 1636428105350, 629, 274, 355, 0, 0, 0
51, 1, 1636428104696, 1636428105374, 678, 282, 396, 0, 0, 0
53, 1, 1636428104933, 1636428105570, 637, 274, 363, 0, 0, 0
54, 1, 1636428105353, 1636428105982, 629, 272, 357, 0, 0, 0
55, 1, 1636428105377, 1636428106054, 677, 276, 401, 0, 0, 0
56, 1, 1636428105571, 1636428106198, 627, 272, 355, 0, 0, 0
57, 1, 1636428105984, 1636428106610, 626, 274, 352, 0, 0, 0
58, 1, 1636428106057, 1636428106730, 673, 276, 397, 0, 0, 0
59, 1, 1636428106200, 1636428106838, 638, 279, 359, 0, 0, 0
60, 1, 1636428106612, 1636428107246, 634, 275, 359, 0, 0, 0
61, 1, 1636428106732, 1636428107406, 674, 278, 396, 0, 1, 1
62, 1, 1636428106841, 1636428107470, 629, 270, 359, 0, 0, 0
63, 1, 1636428107248, 1636428107886, 638, 277, 361, 0, 0, 0
64, 1, 1636428107409, 1636428108094, 685, 274, 411, 0, 0, 0
65, 1, 1636428107473, 1636428108095, 622, 270, 352, 0, 0, 0
66, 1, 1636428107889, 1636428108514, 625, 271, 354, 0, 0, 0
68, 1, 1636428108097, 1636428108731, 634, 275, 359, 0, 1, 1
67, 1, 1636428108096, 1636428108766, 670, 271, 399, 0, 0, 0
69, 1, 1636428108515, 1636428109146, 631, 273, 358, 0, 0, 0
70, 1, 1636428108733, 1636428109366, 633, 274, 359, 0, 0, 0
71, 1, 1636428108768, 1636428109442, 674, 276, 398, 0, 1, 1
72, 1, 1636428109148, 1636428109770, 622, 267, 355, 0, 1, 1
73, 1, 1636428109368, 1636428109998, 630, 271, 359, 0, 0, 0
74, 1, 1636428109444, 1636428110118, 674, 276, 398, 0, 1, 1
75, 1, 1636428109772, 1636428110398, 626, 271, 355, 0, 1, 1
76, 1, 1636428110000, 1636428110638, 638, 279, 359, 0, 0, 0
77, 1, 1636428110120, 1636428110794, 674, 274, 400, 0, 0, 0
78, 1, 1636428110401, 1636428111030, 629, 273, 356, 0, 0, 0
79, 1, 1636428110641, 1636428111270, 629, 276, 353, 0, 0, 0
80, 1, 1636428110796, 1636428111466, 670, 272, 398, 0, 0, 0
81, 1, 1636428111032, 1636428111662, 630, 274, 356, 0, 1, 1
82, 1, 1636428111272, 1636428111899, 627, 270, 357, 0, 0, 0
83, 1, 1636428111469, 1636428112146, 677, 275, 402, 0, 0, 0
84, 1, 1636428111665, 1636428112290, 625, 271, 354, 0, 0, 0
85, 1, 1636428111901, 1636428112530, 629, 271, 358, 0, 0, 0
86, 1, 1636428112149, 1636428112818, 669, 271, 398, 0, 1, 1
87, 1, 1636428112293, 1636428112926, 633, 274, 359, 0, 0, 0
88, 1, 1636428112532, 1636428113158, 626, 272, 354, 0, 0, 0
89, 1, 1636428112820, 1636428113450, 630, 274, 356, 0, 0, 0
90, 1, 1636428112928, 1636428113562, 634, 276, 358, 0, 1, 1
91, 1, 1636428113161, 1636428113794, 633, 276, 357, 0, 1, 1
92, 1, 1636428113452, 1636428114082, 630, 275, 355, 0, 0, 0
93, 1, 1636428113565, 1636428114190, 625, 269, 356, 0, 0, 0
94, 1, 1636428113796, 1636428114422, 626, 268, 358, 0, 0, 0
95, 1, 1636428114084, 1636428114710, 626, 275, 351, 0, 1, 1
96, 1, 1636428114193, 1636428114822, 629, 275, 354, 0, 0, 0
97, 1, 1636428114424, 1636428115050, 626, 270, 356, 0, 0, 0
98, 1, 1636428114712, 1636428115338, 626, 269, 357, 0, 0, 0
99, 1, 1636428114824, 1636428115454, 630, 270, 360, 0, 1, 1
100, 1, 1636428115052, 1636428115678, 626, 270, 356, 0, 0, 0
101, 1, 1636428115341, 1636428115958, 617, 267, 350, 0, 0, 0
102, 1, 1636428115456, 1636428116078, 622, 267, 355, 0, 0, 0
103, 1, 1636428115680, 1636428116306, 626, 271, 355, 0, 1, 1
104, 1, 1636428115960, 1636428116586, 626, 274, 352, 0, 1, 1
105, 1, 1636428116080, 1636428116706, 626, 270, 356, 0, 0, 0
106, 1, 1636428116308, 1636428116934, 626, 272, 354, 0, 1, 1
107, 1, 1636428116589, 1636428117214, 625, 270, 355, 0, 0, 0
108, 1, 1636428116707, 1636428117334, 627, 270, 357, 0, 0, 0
109, 1, 1636428116936, 1636428117566, 630, 276, 354, 0, 0, 0
110, 1, 1636428117216, 1636428117846, 630, 273, 357, 0, 0, 0
111, 1, 1636428117336, 1636428117966, 630, 273, 357, 0, 0, 0
112, 1, 1636428117568, 1636428118199, 631, 276, 355, 0, 1, 1
113, 1, 1636428117848, 1636428118478, 630, 275, 355, 0, 1, 1
114, 1, 1636428117968, 1636428118594, 626, 269, 357, 0, 0, 0
115, 1, 1636428118201, 1636428118830, 629, 270, 359, 0, 1, 1
116, 1, 1636428118480, 1636428119110, 630, 270, 360, 0, 1, 1
117, 1, 1636428118597, 1636428119226, 629, 274, 355, 0, 0, 0
118, 1, 1636428118832, 1636428119459, 627, 270, 357, 0, 0, 0
119, 1, 1636428119112, 1636428119742, 630, 275, 355, 0, 0, 0
120, 1, 1636428119229, 1636428119858, 629, 271, 358, 0, 0, 0
121, 1, 1636428119461, 1636428120090, 629, 275, 354, 0, 0, 0
122, 1, 1636428119745, 1636428120374, 629, 272, 357, 0, 0, 0
123, 1, 1636428119861, 1636428120486, 625, 270, 355, 0, 0, 0
124, 1, 1636428120092, 1636428120722, 630, 277, 353, 0, 0, 0
125, 1, 1636428120377, 1636428121014, 637, 283, 354, 0, 1, 1
126, 1, 1636428120489, 1636428121114, 625, 271, 354, 0, 1, 1
127, 1, 1636428120724, 1636428121355, 631, 274, 357, 0, 0, 0
128, 1, 1636428121017, 1636428121646, 629, 271, 358, 0, 0, 0
129, 1, 1636428121116, 1636428121742, 626, 269, 357, 0, 1, 1
130, 1, 1636428121357, 1636428121994, 637, 278, 359, 0, 0, 0
131, 1, 1636428121649, 1636428122278, 629, 272, 357, 0, 0, 0
132, 1, 1636428121744, 1636428122370, 626, 271, 355, 0, 1, 1
133, 1, 1636428121996, 1636428122626, 630, 276, 354, 0, 0, 0
134, 1, 1636428122281, 1636428122906, 625, 272, 353, 0, 0, 0
135, 1, 1636428122372, 1636428123002, 630, 271, 359, 0, 1, 1
136, 1, 1636428122628, 1636428123258, 630, 275, 355, 0, 0, 0
137, 1, 1636428122908, 1636428123538, 630, 276, 354, 0, 0, 0
138, 1, 1636428123005, 1636428123634, 629, 270, 359, 0, 0, 0
139, 1, 1636428123260, 1636428123886, 626, 270, 356, 0, 0, 0
140, 1, 1636428123540, 1636428124166, 626, 270, 356, 0, 1, 1
141, 1, 1636428123636, 1636428124266, 630, 271, 359, 0, 0, 0
142, 1, 1636428123888, 1636428124514, 626, 272, 354, 0, 2, 2
143, 1, 1636428124168, 1636428124798, 630, 273, 357, 0, 0, 0
144, 1, 1636428124269, 1636428124894, 625, 269, 356, 0, 0, 0
145, 1, 1636428124516, 1636428125146, 630, 275, 355, 0, 0, 0
146, 1, 1636428124800, 1636428125434, 634, 279, 355, 0, 1, 1
147, 1, 1636428124896, 1636428125526, 630, 274, 356, 0, 0, 0
148, 1, 1636428125148, 1636428125791, 643, 285, 358, 0, 0, 0
149, 1, 1636428125436, 1636428126066, 630, 275, 355, 0, 0, 0
150, 1, 1636428125529, 1636428126154, 625, 270, 355, 0, 0, 0
151, 1, 1636428125793, 1636428126418, 625, 272, 353, 0, 1, 1
152, 1, 1636428126068, 1636428126702, 634, 276, 358, 0, 0, 0
153, 1, 1636428126157, 1636428126778, 621, 265, 356, 0, 0, 0
154, 1, 1636428126419, 1636428127047, 628, 270, 358, 0, 0, 0
155, 1, 1636428126704, 1636428127330, 626, 270, 356, 0, 0, 0
156, 1, 1636428126780, 1636428127410, 630, 274, 356, 0, 0, 0
157, 1, 1636428127049, 1636428127682, 633, 274, 359, 0, 0, 0
158, 1, 1636428127332, 1636428127958, 626, 271, 355, 0, 0, 0
159, 1, 1636428127413, 1636428128038, 625, 270, 355, 0, 0, 0
160, 1, 1636428127684, 1636428128306, 622, 268, 354, 0, 0, 0
161, 1, 1636428127961, 1636428128590, 629, 275, 354, 0, 0, 0
162, 1, 1636428128041, 1636428128666, 625, 271, 354, 0, 0, 0
163, 1, 1636428128308, 1636428128938, 630, 276, 354, 0, 0, 0
164, 1, 1636428128591, 1636428129218, 627, 271, 356, 0, 0, 0
165, 1, 1636428128668, 1636428129298, 630, 274, 356, 0, 0, 0
166, 1, 1636428128940, 1636428129570, 630, 275, 355, 0, 0, 0
167, 1, 1636428129220, 1636428129850, 630, 274, 356, 0, 0, 0
168, 1, 1636428129300, 1636428129930, 630, 273, 357, 0, 0, 0
169, 1, 1636428129572, 1636428130190, 618, 271, 347, 0, 0, 0
170, 1, 1636428129852, 1636428130486, 634, 278, 356, 0, 0, 0
171, 1, 1636428129932, 1636428130558, 626, 271, 355, 0, 0, 0
172, 1, 1636428130192, 1636428130818, 626, 271, 355, 0, 0, 0
173, 1, 1636428130489, 1636428131118, 629, 274, 355, 0, 0, 0
174, 1, 1636428130560, 1636428131190, 630, 274, 356, 0, 0, 0
175, 1, 1636428130820, 1636428131446, 626, 270, 356, 0, 1, 1
176, 1, 1636428131120, 1636428131750, 630, 274, 356, 0, 1, 1
177, 1, 1636428131192, 1636428131818, 626, 270, 356, 0, 0, 0
178, 1, 1636428131448, 1636428132078, 630, 275, 355, 0, 0, 0
179, 1, 1636428131753, 1636428132382, 629, 273, 356, 0, 0, 0
180, 1, 1636428131821, 1636428132450, 629, 276, 353, 0, 0, 0
181, 1, 1636428132081, 1636428132710, 629, 271, 358, 0, 0, 0
182, 1, 1636428132385, 1636428133014, 629, 274, 355, 0, 1, 1
183, 1, 1636428132453, 1636428133078, 625, 271, 354, 0, 0, 0
184, 1, 1636428132712, 1636428133343, 631, 276, 355, 0, 0, 0
185, 1, 1636428133015, 1636428133654, 639, 275, 364, 0, 1, 1
186, 1, 1636428133080, 1636428133706, 626, 269, 357, 0, 0, 0
187, 1, 1636428133345, 1636428133958, 613, 263, 350, 0, 1, 1
188, 1, 1636428133656, 1636428134278, 622, 268, 354, 0, 0, 0
189, 1, 1636428133708, 1636428134338, 630, 270, 360, 0, 0, 0
190, 1, 1636428133960, 1636428134582, 622, 266, 356, 0, 1, 1
191, 1, 1636428134281, 1636428134910, 629, 274, 355, 0, 1, 1
192, 1, 1636428134341, 1636428134970, 629, 275, 354, 0, 1, 1
193, 1, 1636428134584, 1636428135210, 626, 271, 355, 0, 0, 0
194, 1, 1636428134912, 1636428135538, 626, 272, 354, 0, 0, 0
195, 1, 1636428134972, 1636428135606, 634, 278, 356, 0, 0, 0
196, 1, 1636428135212, 1636428135830, 618, 264, 354, 0, 0, 0
197, 1, 1636428135539, 1636428136166, 627, 270, 357, 0, 0, 0
198, 1, 1636428135607, 1636428136234, 627, 270, 357, 0, 0, 0
199, 1, 1636428135833, 1636428136458, 625, 272, 353, 0, 0, 0
200, 1, 1636428136168, 1636428136790, 622, 267, 355, 0, 1, 1
