Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
55, 1, 1636426225760, 1636426226256, 496, 80, 416, 36, 6, 42
58, 1, 1636426226606, 1636426227007, 401, 4, 397, 2, 1, 3
62, 1, 1636426227283, 1636426227695, 412, 2, 410, 0, 1, 1
65, 1, 1636426227962, 1636426228367, 405, 3, 402, 0, 1, 1
68, 1, 1636426228634, 1636426229034, 400, 4, 396, 2, 0, 2
71, 1, 1636426229302, 1636426229706, 404, 4, 400, 1, 1, 2
75, 1, 1636426229974, 1636426230382, 408, 3, 405, 0, 0, 0
78, 1, 1636426230650, 1636426231050, 400, 4, 396, 1, 0, 1
81, 1, 1636426231318, 1636426231734, 416, 2, 414, 1, 0, 1
84, 1, 1636426232002, 1636426232402, 400, 3, 397, 1, 1, 2
87, 1, 1636426232670, 1636426233074, 404, 3, 401, 1, 1, 2
90, 1, 1636426233346, 1636426233755, 409, 2, 407, 0, 0, 0
93, 1, 1636426234022, 1636426234430, 408, 2, 406, 1, 1, 2
96, 1, 1636426234698, 1636426235098, 400, 2, 398, 0, 1, 1
99, 1, 1636426235366, 1636426235770, 404, 3, 401, 0, 0, 0
102, 1, 1636426236042, 1636426236443, 401, 7, 394, 1, 0, 1
105, 1, 1636426236710, 1636426237070, 360, 3, 357, 0, 0, 0
108, 1, 1636426237338, 1636426237698, 360, 1, 359, 0, 1, 1
111, 1, 1636426237966, 1636426238326, 360, 2, 358, 1, 0, 1
114, 1, 1636426238594, 1636426238958, 364, 2, 362, 1, 0, 1
117, 1, 1636426239226, 1636426239590, 364, 3, 361, 1, 0, 1
120, 1, 1636426239862, 1636426240222, 360, 3, 357, 0, 1, 1
123, 1, 1636426240490, 1636426240854, 364, 2, 362, 0, 1, 1
126, 1, 1636426241122, 1636426241482, 360, 3, 357, 0, 0, 0
129, 1, 1636426241746, 1636426242110, 364, 2, 362, 0, 1, 1
132, 1, 1636426242378, 1636426242734, 356, 2, 354, 0, 1, 1
135, 1, 1636426242998, 1636426243362, 364, 1, 363, 0, 1, 1
138, 1, 1636426243626, 1636426243990, 364, 1, 363, 0, 0, 0
141, 1, 1636426244258, 1636426244622, 364, 2, 362, 0, 0, 0
144, 1, 1636426244886, 1636426245258, 372, 2, 370, 0, 0, 0
147, 1, 1636426245526, 1636426245886, 360, 3, 357, 0, 0, 0
150, 1, 1636426246153, 1636426246510, 357, 1, 356, 1, 0, 1
154, 1, 1636426246778, 1636426247138, 360, 1, 359, 0, 1, 1
157, 1, 1636426247406, 1636426247770, 364, 2, 362, 1, 1, 2
160, 1, 1636426248038, 1636426248402, 364, 1, 363, 0, 1, 1
163, 1, 1636426248670, 1636426249030, 360, 0, 360, 0, 0, 0
166, 1, 1636426249298, 1636426249653, 355, 1, 354, 0, 1, 1
169, 1, 1636426249921, 1636426250282, 361, 1, 360, 0, 0, 0
172, 1, 1636426250550, 1636426250913, 363, 1, 362, 0, 0, 0
175, 1, 1636426251186, 1636426251550, 364, 1, 363, 0, 0, 0
178, 1, 1636426251818, 1636426252182, 364, 1, 363, 0, 0, 0
181, 1, 1636426252450, 1636426252814, 364, 1, 363, 0, 0, 0
184, 1, 1636426253082, 1636426253446, 364, 2, 362, 0, 1, 1
187, 1, 1636426253710, 1636426254074, 364, 0, 364, 0, 0, 0
190, 1, 1636426254342, 1636426254698, 356, 1, 355, 0, 0, 0
193, 1, 1636426254966, 1636426255334, 368, 1, 367, 0, 1, 1
196, 1, 1636426255594, 1636426255958, 364, 0, 364, 0, 0, 0
199, 1, 1636426256222, 1636426256578, 356, 1, 355, 0, 0, 0
202, 1, 1636426256846, 1636426257210, 364, 1, 363, 0, 0, 0
205, 1, 1636426257478, 1636426257834, 356, 0, 356, 0, 0, 0
208, 1, 1636426258098, 1636426258458, 360, 0, 360, 0, 0, 0
211, 1, 1636426258722, 1636426259082, 360, 0, 360, 0, 0, 0
214, 1, 1636426259350, 1636426259718, 368, 0, 368, 0, 0, 0
217, 1, 1636426259986, 1636426260350, 364, 1, 363, 0, 0, 0
220, 1, 1636426260618, 1636426260978, 360, 1, 359, 0, 0, 0
223, 1, 1636426261246, 1636426261610, 364, 0, 364, 0, 0, 0
226, 1, 1636426261878, 1636426262229, 351, 1, 350, 0, 0, 0
229, 1, 1636426262498, 1636426262862, 364, 0, 364, 0, 0, 0
232, 1, 1636426263130, 1636426263490, 360, 0, 360, 0, 0, 0
235, 1, 1636426263758, 1636426264118, 360, 2, 358, 0, 0, 0
238, 1, 1636426264386, 1636426264746, 360, 0, 360, 0, 0, 0
241, 1, 1636426265014, 1636426265374, 360, 0, 360, 0, 0, 0
244, 1, 1636426265642, 1636426266006, 364, 1, 363, 0, 0, 0
247, 1, 1636426266274, 1636426266634, 360, 0, 360, 0, 0, 0
250, 1, 1636426266902, 1636426267266, 364, 2, 362, 0, 0, 0
253, 1, 1636426267533, 1636426267894, 361, 1, 360, 0, 0, 0
256, 1, 1636426268162, 1636426268526, 364, 0, 364, 0, 0, 0
259, 1, 1636426268794, 1636426269158, 364, 1, 363, 0, 0, 0
262, 1, 1636426269425, 1636426269790, 365, 1, 364, 0, 0, 0
265, 1, 1636426270058, 1636426270410, 352, 2, 350, 1, 0, 1
268, 1, 1636426270678, 1636426271042, 364, 0, 364, 0, 0, 0
271, 1, 1636426271306, 1636426271666, 360, 1, 359, 1, 0, 1
274, 1, 1636426271934, 1636426272290, 356, 0, 356, 0, 0, 0
277, 1, 1636426272558, 1636426272918, 360, 1, 359, 0, 0, 0
280, 1, 1636426273186, 1636426273546, 360, 0, 360, 0, 0, 0
283, 1, 1636426273810, 1636426274169, 359, 1, 358, 0, 0, 0
286, 1, 1636426274438, 1636426274802, 364, 1, 363, 0, 0, 0
289, 1, 1636426275070, 1636426275426, 356, 0, 356, 0, 0, 0
292, 1, 1636426275694, 1636426276058, 364, 1, 363, 0, 0, 0
295, 1, 1636426276326, 1636426276686, 360, 1, 359, 0, 0, 0
298, 1, 1636426276950, 1636426277310, 360, 2, 358, 0, 0, 0
301, 1, 1636426277578, 1636426277938, 360, 1, 359, 1, 0, 1
304, 1, 1636426278206, 1636426278570, 364, 1, 363, 0, 0, 0
307, 1, 1636426278838, 1636426279198, 360, 0, 360, 0, 0, 0
310, 1, 1636426279466, 1636426279822, 356, 2, 354, 0, 0, 0
313, 1, 1636426280089, 1636426280450, 361, 2, 359, 0, 0, 0
316, 1, 1636426280714, 1636426281078, 364, 0, 364, 0, 0, 0
319, 1, 1636426281342, 1636426281706, 364, 2, 362, 0, 0, 0
322, 1, 1636426281974, 1636426282330, 356, 0, 356, 0, 0, 0
325, 1, 1636426282597, 1636426282962, 365, 2, 363, 1, 0, 1
328, 1, 1636426283230, 1636426283589, 359, 0, 359, 0, 0, 0
331, 1, 1636426283858, 1636426284213, 355, 1, 354, 0, 0, 0
334, 1, 1636426284482, 1636426284842, 360, 1, 359, 0, 0, 0
337, 1, 1636426285109, 1636426285474, 365, 2, 363, 0, 1, 1
341, 1, 1636426285742, 1636426286106, 364, 0, 364, 0, 0, 0
344, 1, 1636426286374, 1636426286734, 360, 0, 360, 0, 0, 0
347, 1, 1636426287002, 1636426287366, 364, 1, 363, 0, 0, 0
350, 1, 1636426287633, 1636426287994, 361, 3, 358, 0, 0, 0
353, 1, 1636426288262, 1636426288626, 364, 1, 363, 0, 0, 0
356, 1, 1636426288894, 1636426289254, 360, 0, 360, 0, 0, 0
359, 1, 1636426289522, 1636426289890, 368, 0, 368, 0, 0, 0
362, 1, 1636426290158, 1636426290518, 360, 0, 360, 0, 0, 0
365, 1, 1636426290786, 1636426291150, 364, 0, 364, 0, 0, 0
368, 1, 1636426291418, 1636426291770, 352, 0, 352, 0, 0, 0
371, 1, 1636426292038, 1636426292398, 360, 1, 359, 0, 0, 0
374, 1, 1636426292670, 1636426293034, 364, 0, 364, 0, 0, 0
377, 1, 1636426293306, 1636426293666, 360, 1, 359, 0, 0, 0
380, 1, 1636426293934, 1636426294294, 360, 1, 359, 0, 0, 0
383, 1, 1636426294562, 1636426294922, 360, 0, 360, 0, 0, 0
386, 1, 1636426295190, 1636426295550, 360, 0, 360, 0, 0, 0
389, 1, 1636426295817, 1636426296178, 361, 1, 360, 1, 0, 1
392, 1, 1636426296446, 1636426296810, 364, 0, 364, 0, 0, 0
395, 1, 1636426297078, 1636426297442, 364, 1, 363, 1, 0, 1
398, 1, 1636426297710, 1636426298070, 360, 2, 358, 0, 0, 0
401, 1, 1636426298338, 1636426298698, 360, 1, 359, 0, 0, 0
404, 1, 1636426298966, 1636426299322, 356, 1, 355, 0, 0, 0
407, 1, 1636426299589, 1636426299950, 361, 1, 360, 0, 0, 0
410, 1, 1636426300218, 1636426300574, 356, 2, 354, 2, 0, 2
413, 1, 1636426300846, 1636426301206, 360, 3, 357, 1, 1, 2
416, 1, 1636426301473, 1636426301837, 364, 1, 363, 0, 1, 1
419, 1, 1636426302101, 1636426302466, 365, 1, 364, 1, 0, 1
422, 1, 1636426302734, 1636426303093, 359, 0, 359, 0, 0, 0
425, 1, 1636426303357, 1636426303722, 365, 1, 364, 1, 0, 1
428, 1, 1636426303990, 1636426304354, 364, 0, 364, 0, 0, 0
431, 1, 1636426304622, 1636426304986, 364, 0, 364, 0, 0, 0
434, 1, 1636426305254, 1636426305617, 363, 0, 363, 0, 0, 0
437, 1, 1636426305885, 1636426306249, 364, 1, 363, 0, 0, 0
440, 1, 1636426306513, 1636426306874, 361, 2, 359, 0, 0, 0
443, 1, 1636426307138, 1636426307502, 364, 1, 363, 0, 1, 1
446, 1, 1636426307770, 1636426308122, 352, 2, 350, 0, 0, 0
449, 1, 1636426308394, 1636426308754, 360, 2, 358, 1, 0, 1
452, 1, 1636426309026, 1636426309390, 364, 1, 363, 1, 0, 1
455, 1, 1636426309658, 1636426310018, 360, 0, 360, 0, 0, 0
458, 1, 1636426310286, 1636426310646, 360, 0, 360, 0, 0, 0
461, 1, 1636426310913, 1636426311270, 357, 1, 356, 0, 0, 0
464, 1, 1636426311542, 1636426311902, 360, 0, 360, 0, 0, 0
467, 1, 1636426312170, 1636426312525, 355, 0, 355, 0, 0, 0
470, 1, 1636426312794, 1636426313154, 360, 0, 360, 0, 0, 0
473, 1, 1636426313421, 1636426313782, 361, 1, 360, 0, 0, 0
476, 1, 1636426314050, 1636426314418, 368, 0, 368, 0, 0, 0
479, 1, 1636426314685, 1636426315050, 365, 3, 362, 0, 0, 0
482, 1, 1636426315318, 1636426315682, 364, 1, 363, 1, 0, 1
485, 1, 1636426315949, 1636426316306, 357, 2, 355, 0, 0, 0
488, 1, 1636426316574, 1636426316938, 364, 0, 364, 0, 0, 0
491, 1, 1636426317206, 1636426317566, 360, 0, 360, 0, 0, 0
494, 1, 1636426317833, 1636426318194, 361, 1, 360, 0, 0, 0
497, 1, 1636426318462, 1636426318826, 364, 0, 364, 0, 0, 0
500, 1, 1636426319094, 1636426319458, 364, 1, 363, 1, 0, 1
503, 1, 1636426319730, 1636426320090, 360, 0, 360, 0, 0, 0
506, 1, 1636426320358, 1636426320718, 360, 2, 358, 0, 1, 1
509, 1, 1636426320986, 1636426321345, 359, 2, 357, 1, 1, 2
512, 1, 1636426321614, 1636426321970, 356, 1, 355, 0, 0, 0
515, 1, 1636426322238, 1636426322594, 356, 0, 356, 0, 0, 0
519, 1, 1636426322866, 1636426323218, 352, 1, 351, 1, 0, 1
522, 1, 1636426323485, 1636426323842, 357, 2, 355, 0, 0, 0
525, 1, 1636426324110, 1636426324470, 360, 0, 360, 0, 0, 0
528, 1, 1636426324734, 1636426325098, 364, 0, 364, 0, 0, 0
