Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
41, 1, 1636328950015, 1636328950038, 23, 0, 0, 0
42, 1, 1636328950039, 1636328950059, 20, 0, 0, 0
43, 1, 1636328950061, 1636328950081, 20, 0, 0, 0
44, 1, 1636328950083, 1636328950105, 22, 0, 0, 0
45, 1, 1636328950107, 1636328950129, 22, 0, 0, 0
46, 1, 1636328950131, 1636328950154, 23, 0, 0, 0
47, 1, 1636328950157, 1636328950181, 24, 0, 0, 0
48, 1, 1636328950189, 1636328950215, 26, 0, 0, 0
49, 1, 1636328950217, 1636328950238, 21, 0, 0, 0
50, 1, 1636328950240, 1636328950264, 24, 0, 1, 1
51, 1, 1636328950266, 1636328950289, 23, 0, 0, 0
52, 1, 1636328950291, 1636328950318, 27, 0, 0, 0
53, 1, 1636328950320, 1636328950343, 23, 0, 0, 0
54, 1, 1636328950345, 1636328950369, 24, 0, 0, 0
55, 1, 1636328950372, 1636328950394, 22, 0, 0, 0
56, 1, 1636328950396, 1636328950419, 23, 0, 0, 0
57, 1, 1636328950422, 1636328950446, 24, 1, 1, 2
58, 1, 1636328950449, 1636328950473, 24, 1, 0, 1
59, 1, 1636328950475, 1636328950498, 23, 1, 0, 1
60, 1, 1636328950500, 1636328950527, 27, 1, 0, 1
61, 1, 1636328950529, 1636328950554, 25, 0, 0, 0
62, 1, 1636328950556, 1636328950593, 37, 0, 0, 0
63, 1, 1636328950595, 1636328950622, 27, 0, 0, 0
64, 1, 1636328950624, 1636328950649, 25, 0, 0, 0
65, 1, 1636328950651, 1636328950681, 30, 0, 0, 0
66, 1, 1636328950684, 1636328950713, 29, 0, 0, 0
67, 1, 1636328950715, 1636328950750, 35, 0, 0, 0
68, 1, 1636328950752, 1636328950780, 28, 0, 0, 0
69, 1, 1636328950782, 1636328950812, 30, 1, 0, 1
70, 1, 1636328950815, 1636328950843, 28, 0, 0, 0
71, 1, 1636328950847, 1636328950874, 27, 0, 1, 1
72, 1, 1636328950877, 1636328950908, 31, 0, 0, 0
73, 1, 1636328950910, 1636328950938, 28, 0, 0, 0
74, 1, 1636328950941, 1636328950969, 28, 0, 1, 1
75, 1, 1636328950972, 1636328951000, 28, 1, 1, 2
76, 1, 1636328951003, 1636328951040, 37, 1, 0, 1
77, 1, 1636328951042, 1636328951137, 95, 0, 0, 0
78, 1, 1636328951140, 1636328951170, 30, 0, 0, 0
79, 1, 1636328951173, 1636328951201, 28, 0, 0, 0
80, 1, 1636328951203, 1636328951235, 32, 0, 0, 0
81, 1, 1636328951239, 1636328951269, 30, 1, 0, 1
82, 1, 1636328951276, 1636328951316, 40, 0, 0, 0
83, 1, 1636328951319, 1636328951348, 29, 0, 1, 1
84, 1, 1636328951350, 1636328951380, 30, 1, 0, 1
85, 1, 1636328951383, 1636328951412, 29, 1, 0, 1
86, 1, 1636328951415, 1636328951443, 28, 0, 0, 0
87, 1, 1636328951445, 1636328951471, 26, 1, 0, 1
88, 1, 1636328951473, 1636328951495, 22, 0, 0, 0
89, 1, 1636328951497, 1636328951520, 23, 1, 0, 1
90, 1, 1636328951521, 1636328951552, 31, 0, 1, 1
91, 1, 1636328951554, 1636328951581, 27, 0, 0, 0
92, 1, 1636328951583, 1636328951614, 31, 0, 0, 0
93, 1, 1636328951617, 1636328951645, 28, 1, 0, 1
94, 1, 1636328951647, 1636328951672, 25, 0, 0, 0
95, 1, 1636328951674, 1636328951703, 29, 0, 0, 0
96, 1, 1636328951707, 1636328951744, 37, 1, 0, 1
97, 1, 1636328951747, 1636328951820, 73, 1, 0, 1
98, 1, 1636328951822, 1636328951850, 28, 1, 0, 1
99, 1, 1636328951852, 1636328951877, 25, 0, 0, 0
100, 1, 1636328951880, 1636328951903, 23, 0, 0, 0
101, 1, 1636328951905, 1636328951937, 32, 8, 0, 8
102, 1, 1636328951939, 1636328951993, 54, 1, 0, 1
103, 1, 1636328951995, 1636328952058, 63, 0, 0, 0
104, 1, 1636328952060, 1636328952083, 23, 0, 0, 0
105, 1, 1636328952085, 1636328952109, 24, 0, 0, 0
