Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
1, 1, 1636328901169, 1636328901245, 76, 5, 3, 8
2, 1, 1636328901269, 1636328901276, 7, 0, 0, 0
3, 1, 1636328901280, 1636328901287, 7, 0, 0, 0
4, 1, 1636328901294, 1636328901305, 11, 0, 0, 0
5, 1, 1636328901309, 1636328901317, 8, 0, 1, 1
6, 1, 1636328948701, 1636328949021, 320, 6, 2, 8
7, 1, 1636328949025, 1636328949067, 42, 1, 1, 2
8, 1, 1636328949071, 1636328949107, 36, 1, 0, 1
9, 1, 1636328949109, 1636328949140, 31, 0, 0, 0
10, 1, 1636328949143, 1636328949174, 31, 0, 0, 0
11, 1, 1636328949176, 1636328949205, 29, 0, 0, 0
12, 1, 1636328949208, 1636328949237, 29, 0, 0, 0
13, 1, 1636328949240, 1636328949273, 33, 1, 0, 1
14, 1, 1636328949275, 1636328949318, 43, 1, 0, 1
15, 1, 1636328949320, 1636328949372, 52, 0, 1, 1
16, 1, 1636328949375, 1636328949399, 24, 0, 0, 0
17, 1, 1636328949401, 1636328949426, 25, 1, 0, 1
18, 1, 1636328949428, 1636328949451, 23, 0, 1, 1
19, 1, 1636328949454, 1636328949478, 24, 0, 0, 0
20, 1, 1636328949479, 1636328949506, 27, 0, 1, 1
21, 1, 1636328949508, 1636328949548, 40, 1, 0, 1
22, 1, 1636328949550, 1636328949578, 28, 0, 0, 0
23, 1, 1636328949581, 1636328949605, 24, 0, 1, 1
24, 1, 1636328949607, 1636328949631, 24, 0, 0, 0
25, 1, 1636328949633, 1636328949657, 24, 1, 0, 1
26, 1, 1636328949659, 1636328949678, 19, 0, 0, 0
27, 1, 1636328949680, 1636328949700, 20, 0, 0, 0
28, 1, 1636328949702, 1636328949723, 21, 0, 0, 0
29, 1, 1636328949725, 1636328949747, 22, 0, 1, 1
30, 1, 1636328949749, 1636328949771, 22, 0, 0, 0
31, 1, 1636328949773, 1636328949795, 22, 0, 0, 0
32, 1, 1636328949796, 1636328949824, 28, 0, 0, 0
33, 1, 1636328949826, 1636328949849, 23, 2, 0, 2
34, 1, 1636328949852, 1636328949872, 20, 0, 0, 0
35, 1, 1636328949874, 1636328949895, 21, 0, 0, 0
36, 1, 1636328949897, 1636328949920, 23, 0, 0, 0
37, 1, 1636328949922, 1636328949944, 22, 0, 0, 0
38, 1, 1636328949946, 1636328949967, 21, 0, 0, 0
39, 1, 1636328949969, 1636328949991, 22, 0, 0, 0
40, 1, 1636328949993, 1636328950012, 19, 0, 0, 0
