Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636407277656, 1636407278171, 515, 91, 424, 40, 6, 46
2, 1, 1636407278531, 1636407278947, 416, 4, 412, 3, 0, 3
3, 1, 1636407279259, 1636407279671, 412, 4, 408, 1, 1, 2
4, 1, 1636407279983, 1636407280395, 412, 4, 408, 2, 0, 2
5, 1, 1636407280707, 1636407281119, 412, 4, 408, 3, 0, 3
6, 1, 1636407281438, 1636407281851, 413, 3, 410, 2, 0, 2
7, 1, 1636407282162, 1636407282579, 417, 3, 414, 1, 0, 1
8, 1, 1636407282887, 1636407283291, 404, 3, 401, 1, 1, 2
9, 1, 1636407283599, 1636407284019, 420, 3, 417, 1, 1, 2
10, 1, 1636407284331, 1636407284747, 416, 3, 413, 2, 0, 2
11, 1, 1636407285059, 1636407285458, 399, 3, 396, 2, 0, 2
12, 1, 1636407285766, 1636407286167, 401, 3, 398, 1, 1, 2
13, 1, 1636407286479, 1636407286879, 400, 3, 397, 1, 1, 2
14, 1, 1636407287191, 1636407287591, 400, 3, 397, 0, 1, 1
15, 1, 1636407287903, 1636407288295, 392, 3, 389, 1, 1, 2
16, 1, 1636407288607, 1636407289020, 413, 7, 406, 1, 1, 2
17, 1, 1636407289331, 1636407289739, 408, 2, 406, 0, 0, 0
18, 1, 1636407290007, 1636407290375, 368, 1, 367, 0, 0, 0
19, 1, 1636407290643, 1636407291011, 368, 1, 367, 0, 0, 0
20, 1, 1636407291279, 1636407291635, 356, 2, 354, 0, 0, 0
21, 1, 1636407291903, 1636407292263, 360, 1, 359, 0, 0, 0
23, 1, 1636407292531, 1636407292882, 351, 3, 348, 0, 1, 1
25, 1, 1636407293147, 1636407293502, 355, 1, 354, 0, 0, 0
27, 1, 1636407293767, 1636407294118, 351, 1, 350, 0, 0, 0
29, 1, 1636407294383, 1636407294739, 356, 2, 354, 0, 0, 0
30, 1, 1636407295007, 1636407295367, 360, 1, 359, 0, 0, 0
32, 1, 1636407295639, 1636407296007, 368, 0, 368, 0, 0, 0
34, 1, 1636407296275, 1636407296622, 347, 0, 347, 0, 0, 0
36, 1, 1636407296891, 1636407297259, 368, 0, 368, 0, 0, 0
38, 1, 1636407297526, 1636407297879, 353, 0, 353, 0, 0, 0
40, 1, 1636407298147, 1636407298494, 347, 0, 347, 0, 0, 0
42, 1, 1636407298759, 1636407299119, 360, 1, 359, 0, 0, 0
44, 1, 1636407299387, 1636407299739, 352, 2, 350, 0, 0, 0
46, 1, 1636407300006, 1636407300355, 349, 1, 348, 0, 0, 0
48, 1, 1636407300622, 1636407300975, 353, 2, 351, 2, 0, 2
50, 1, 1636407301243, 1636407301607, 364, 0, 364, 0, 0, 0
52, 1, 1636407301875, 1636407302235, 360, 0, 360, 0, 0, 0
54, 1, 1636407302502, 1636407302862, 360, 0, 360, 0, 0, 0
56, 1, 1636407303131, 1636407303487, 356, 2, 354, 1, 0, 1
58, 1, 1636407303754, 1636407304111, 357, 2, 355, 1, 0, 1
60, 1, 1636407304374, 1636407304727, 353, 2, 351, 1, 0, 1
62, 1, 1636407304995, 1636407305342, 347, 1, 346, 1, 0, 1
64, 1, 1636407305610, 1636407305967, 357, 2, 355, 0, 1, 1
66, 1, 1636407306238, 1636407306587, 349, 2, 347, 1, 0, 1
68, 1, 1636407306855, 1636407307211, 356, 1, 355, 0, 0, 0
70, 1, 1636407307479, 1636407307835, 356, 1, 355, 0, 0, 0
72, 1, 1636407308103, 1636407308459, 356, 0, 356, 0, 0, 0
74, 1, 1636407308731, 1636407309079, 348, 2, 346, 0, 0, 0
