Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
61, 1, 1636410898636, 1636410899116, 480, 70, 410, 26, 6, 32
64, 1, 1636410899456, 1636410899867, 411, 4, 407, 3, 0, 3
68, 1, 1636410900135, 1636410900546, 411, 4, 407, 1, 0, 1
71, 1, 1636410900811, 1636410901215, 404, 2, 402, 1, 0, 1
75, 1, 1636410901479, 1636410901887, 408, 3, 405, 1, 1, 2
78, 1, 1636410902151, 1636410902558, 407, 2, 405, 1, 0, 1
81, 1, 1636410902823, 1636410903227, 404, 3, 401, 0, 1, 1
84, 1, 1636410903491, 1636410903899, 408, 3, 405, 0, 1, 1
87, 1, 1636410904163, 1636410904578, 415, 3, 412, 0, 1, 1
90, 1, 1636410904843, 1636410905250, 407, 2, 405, 1, 0, 1
93, 1, 1636410905515, 1636410905915, 400, 3, 397, 1, 0, 1
96, 1, 1636410906178, 1636410906578, 400, 1, 399, 1, 0, 1
99, 1, 1636410906843, 1636410907250, 407, 3, 404, 0, 0, 0
102, 1, 1636410907515, 1636410907915, 400, 3, 397, 1, 1, 2
106, 1, 1636410908179, 1636410908582, 403, 2, 401, 0, 0, 0
109, 1, 1636410908855, 1636410909268, 413, 7, 406, 0, 0, 0
112, 1, 1636410909535, 1636410909899, 364, 3, 361, 0, 1, 1
115, 1, 1636410910167, 1636410910519, 352, 1, 351, 0, 0, 0
118, 1, 1636410910783, 1636410911139, 356, 2, 354, 0, 0, 0
121, 1, 1636410911402, 1636410911759, 357, 2, 355, 1, 0, 1
124, 1, 1636410912022, 1636410912382, 360, 3, 357, 1, 0, 1
127, 1, 1636410912647, 1636410913003, 356, 1, 355, 0, 0, 0
130, 1, 1636410913267, 1636410913627, 360, 3, 357, 1, 0, 1
133, 1, 1636410913891, 1636410914255, 364, 0, 364, 0, 0, 0
136, 1, 1636410914519, 1636410914879, 360, 2, 358, 1, 0, 1
139, 1, 1636410915142, 1636410915507, 365, 3, 362, 0, 0, 0
142, 1, 1636410915770, 1636410916127, 357, 1, 356, 0, 0, 0
145, 1, 1636410916391, 1636410916755, 364, 1, 363, 0, 0, 0
148, 1, 1636410917018, 1636410917378, 360, 2, 358, 0, 0, 0
151, 1, 1636410917642, 1636410918003, 361, 1, 360, 0, 0, 0
154, 1, 1636410918267, 1636410918622, 355, 0, 355, 0, 0, 0
157, 1, 1636410918886, 1636410919246, 360, 3, 357, 1, 0, 1
160, 1, 1636410919511, 1636410919867, 356, 3, 353, 1, 0, 1
163, 1, 1636410920131, 1636410920498, 367, 2, 365, 2, 0, 2
166, 1, 1636410920763, 1636410921123, 360, 1, 359, 0, 0, 0
169, 1, 1636410921387, 1636410921751, 364, 1, 363, 0, 0, 0
172, 1, 1636410922015, 1636410922374, 359, 1, 358, 0, 0, 0
175, 1, 1636410922643, 1636410922999, 356, 0, 356, 0, 0, 0
178, 1, 1636410923262, 1636410923627, 365, 1, 364, 0, 1, 1
181, 1, 1636410923895, 1636410924247, 352, 1, 351, 0, 0, 0
184, 1, 1636410924510, 1636410924863, 353, 3, 350, 2, 0, 2
187, 1, 1636410925126, 1636410925486, 360, 2, 358, 2, 0, 2
190, 1, 1636410925750, 1636410926107, 357, 2, 355, 1, 0, 1
193, 1, 1636410926371, 1636410926722, 351, 1, 350, 0, 0, 0
196, 1, 1636410926986, 1636410927343, 357, 2, 355, 2, 0, 2
199, 1, 1636410927606, 1636410927963, 357, 3, 354, 1, 0, 1
202, 1, 1636410928226, 1636410928578, 352, 3, 349, 1, 1, 2
205, 1, 1636410928855, 1636410929211, 356, 2, 354, 1, 0, 1
208, 1, 1636410929475, 1636410929835, 360, 1, 359, 0, 0, 0
211, 1, 1636410930098, 1636410930463, 365, 3, 362, 1, 0, 1
214, 1, 1636410930726, 1636410931087, 361, 1, 360, 0, 1, 1
217, 1, 1636410931350, 1636410931706, 356, 1, 355, 1, 0, 1
220, 1, 1636410931975, 1636410932335, 360, 2, 358, 1, 0, 1
223, 1, 1636410932599, 1636410932955, 356, 1, 355, 0, 0, 0
226, 1, 1636410933219, 1636410933578, 359, 0, 359, 0, 0, 0
229, 1, 1636410933843, 1636410934199, 356, 1, 355, 0, 0, 0
232, 1, 1636410934462, 1636410934826, 364, 1, 363, 0, 0, 0
235, 1, 1636410935090, 1636410935451, 361, 1, 360, 1, 0, 1
238, 1, 1636410935714, 1636410936075, 361, 2, 359, 0, 0, 0
241, 1, 1636410936338, 1636410936690, 352, 3, 349, 1, 0, 1
244, 1, 1636410936958, 1636410937314, 356, 1, 355, 0, 0, 0
246, 1, 1636410937578, 1636410937939, 361, 2, 359, 0, 0, 0
248, 1, 1636410938203, 1636410938558, 355, 1, 354, 0, 0, 0
250, 1, 1636410938822, 1636410939179, 357, 2, 355, 2, 0, 2
252, 1, 1636410939442, 1636410939807, 365, 5, 360, 3, 1, 4
254, 1, 1636410940070, 1636410940431, 361, 2, 359, 0, 0, 0
256, 1, 1636410940699, 1636410941054, 355, 1, 354, 0, 0, 0
258, 1, 1636410941318, 1636410941679, 361, 0, 361, 0, 0, 0
260, 1, 1636410941954, 1636410942311, 357, 1, 356, 1, 0, 1
262, 1, 1636410942575, 1636410942930, 355, 2, 353, 1, 0, 1
264, 1, 1636410943194, 1636410943555, 361, 2, 359, 1, 1, 2
266, 1, 1636410943818, 1636410944179, 361, 3, 358, 1, 1, 2
268, 1, 1636410944442, 1636410944799, 357, 1, 356, 0, 0, 0
270, 1, 1636410945062, 1636410945423, 361, 1, 360, 0, 0, 0
272, 1, 1636410945687, 1636410946050, 363, 1, 362, 1, 0, 1
274, 1, 1636410946314, 1636410946679, 365, 2, 363, 1, 0, 1
276, 1, 1636410946942, 1636410947295, 353, 1, 352, 0, 0, 0
278, 1, 1636410947558, 1636410947918, 360, 2, 358, 1, 0, 1
279, 1, 1636410948182, 1636410948542, 360, 3, 357, 0, 1, 1
280, 1, 1636410948806, 1636410949162, 356, 2, 354, 0, 0, 0
281, 1, 1636410949426, 1636410949787, 361, 3, 358, 0, 0, 0
282, 1, 1636410950050, 1636410950411, 361, 2, 359, 0, 1, 1
283, 1, 1636410950674, 1636410951039, 365, 2, 363, 0, 0, 0
284, 1, 1636410951303, 1636410951663, 360, 2, 358, 1, 0, 1
285, 1, 1636410951927, 1636410952286, 359, 2, 357, 2, 0, 2
286, 1, 1636410952550, 1636410952902, 352, 2, 350, 1, 1, 2
287, 1, 1636410953166, 1636410953526, 360, 3, 357, 0, 1, 1
288, 1, 1636410953790, 1636410954150, 360, 2, 358, 0, 0, 0
289, 1, 1636410954414, 1636410954770, 356, 3, 353, 1, 0, 1
290, 1, 1636410955035, 1636410955391, 356, 2, 354, 1, 0, 1
291, 1, 1636410955654, 1636410956014, 360, 2, 358, 1, 0, 1
292, 1, 1636410956279, 1636410956634, 355, 1, 354, 0, 0, 0
293, 1, 1636410956898, 1636410957254, 356, 2, 354, 0, 0, 0
294, 1, 1636410957518, 1636410957883, 365, 3, 362, 1, 1, 2
295, 1, 1636410958146, 1636410958503, 357, 3, 354, 1, 1, 2
296, 1, 1636410958766, 1636410959122, 356, 2, 354, 0, 0, 0
297, 1, 1636410959386, 1636410959746, 360, 3, 357, 2, 0, 2
298, 1, 1636410960010, 1636410960371, 361, 2, 359, 1, 0, 1
299, 1, 1636410960634, 1636410960995, 361, 3, 358, 0, 0, 0
300, 1, 1636410961258, 1636410961618, 360, 3, 357, 2, 0, 2
301, 1, 1636411077310, 1636411077634, 324, 12, 312, 0, 0, 0
302, 1, 1636411078234, 1636411078543, 309, 1, 308, 0, 0, 0
303, 1, 1636411078311, 1636411078622, 311, 2, 309, 1, 1, 2
304, 1, 1636411079226, 1636411079534, 308, 1, 307, 1, 0, 1
