Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636483481833, 1636483482399, 566, 146, 420, 55, 10, 65
2, 1, 1636483482805, 1636483483205, 400, 3, 397, 2, 0, 2
3, 1, 1636483483510, 1636483483906, 396, 3, 393, 1, 1, 2
4, 1, 1636483484218, 1636483484606, 388, 3, 385, 1, 1, 2
5, 1, 1636483484913, 1636483485306, 393, 3, 390, 1, 0, 1
6, 1, 1636483485614, 1636483486006, 392, 3, 389, 0, 0, 0
7, 1, 1636483486313, 1636483486698, 385, 3, 382, 0, 0, 0
8, 1, 1636483487002, 1636483487393, 391, 3, 388, 1, 0, 1
9, 1, 1636483487693, 1636483488082, 389, 4, 385, 1, 0, 1
10, 1, 1636483488389, 1636483488778, 389, 3, 386, 2, 0, 2
11, 1, 1636483489081, 1636483489470, 389, 3, 386, 0, 0, 0
12, 1, 1636483489781, 1636483490170, 389, 3, 386, 0, 0, 0
13, 1, 1636483490482, 1636483490870, 388, 3, 385, 1, 1, 2
14, 1, 1636483491173, 1636483491566, 393, 4, 389, 1, 0, 1
15, 1, 1636483491869, 1636483492257, 388, 3, 385, 1, 0, 1
16, 1, 1636483492561, 1636483492959, 398, 4, 394, 0, 0, 0
17, 1, 1636483493261, 1636483493650, 389, 3, 386, 0, 0, 0
18, 1, 1636483493913, 1636483494258, 345, 3, 342, 1, 0, 1
19, 1, 1636483494521, 1636483494865, 344, 3, 341, 0, 1, 1
20, 1, 1636483495125, 1636483495474, 349, 3, 346, 1, 0, 1
21, 1, 1636483495737, 1636483496090, 353, 1, 352, 0, 0, 0
22, 1, 1636483496353, 1636483496698, 345, 3, 342, 2, 1, 3
23, 1, 1636483496961, 1636483497309, 348, 2, 346, 0, 0, 0
24, 1, 1636483497573, 1636483497921, 348, 3, 345, 2, 0, 2
25, 1, 1636483498181, 1636483498526, 345, 3, 342, 0, 1, 1
26, 1, 1636483498789, 1636483499138, 349, 3, 346, 1, 0, 1
27, 1, 1636483499401, 1636483499745, 344, 3, 341, 1, 0, 1
28, 1, 1636483500005, 1636483500353, 348, 2, 346, 1, 0, 1
29, 1, 1636483500613, 1636483500957, 344, 3, 341, 1, 0, 1
30, 1, 1636483501217, 1636483501562, 345, 3, 342, 1, 0, 1
31, 1, 1636483501825, 1636483502173, 348, 3, 345, 0, 0, 0
32, 1, 1636483502437, 1636483502790, 353, 2, 351, 1, 0, 1
33, 1, 1636483503053, 1636483503397, 344, 2, 342, 1, 0, 1
34, 1, 1636483503657, 1636483504001, 344, 3, 341, 2, 0, 2
35, 1, 1636483504261, 1636483504606, 345, 2, 343, 1, 0, 1
36, 1, 1636483504869, 1636483505218, 349, 3, 346, 0, 0, 0
37, 1, 1636483505481, 1636483505829, 348, 3, 345, 0, 0, 0
38, 1, 1636483506089, 1636483506434, 345, 3, 342, 1, 0, 1
39, 1, 1636483506697, 1636483507046, 349, 3, 346, 0, 0, 0
40, 1, 1636483507309, 1636483507657, 348, 3, 345, 1, 0, 1
41, 1, 1636483507917, 1636483508261, 344, 3, 341, 2, 0, 2
42, 1, 1636483508521, 1636483508866, 345, 3, 342, 1, 0, 1
43, 1, 1636483509129, 1636483509477, 348, 3, 345, 2, 0, 2
44, 1, 1636483509737, 1636483510085, 348, 3, 345, 1, 0, 1
45, 1, 1636483510345, 1636483510689, 344, 2, 342, 1, 0, 1
46, 1, 1636483510953, 1636483511298, 345, 3, 342, 2, 0, 2
47, 1, 1636483511565, 1636483511909, 344, 2, 342, 2, 0, 2
48, 1, 1636483512165, 1636483512513, 348, 3, 345, 1, 0, 1
49, 1, 1636483512773, 1636483513117, 344, 2, 342, 0, 0, 0
50, 1, 1636483513377, 1636483513721, 344, 2, 342, 1, 0, 1
51, 1, 1636483513981, 1636483514326, 345, 2, 343, 1, 1, 2
52, 1, 1636483514585, 1636483514929, 344, 3, 341, 2, 1, 3
53, 1, 1636483515189, 1636483515533, 344, 3, 341, 1, 0, 1
54, 1, 1636483515793, 1636483516137, 344, 1, 343, 0, 0, 0
