Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
43, 1, 1636413949200, 1636413949711, 511, 97, 414, 41, 5, 46
47, 1, 1636413950071, 1636413950479, 408, 4, 404, 3, 0, 3
50, 1, 1636413950747, 1636413951155, 408, 4, 404, 1, 1, 2
53, 1, 1636413951423, 1636413951823, 400, 3, 397, 2, 0, 2
57, 1, 1636413952091, 1636413952487, 396, 3, 393, 1, 0, 1
60, 1, 1636413952755, 1636413953146, 391, 3, 388, 1, 1, 2
63, 1, 1636413953411, 1636413953811, 400, 3, 397, 1, 1, 2
66, 1, 1636413954075, 1636413954483, 408, 3, 405, 1, 1, 2
69, 1, 1636413954751, 1636413955163, 412, 3, 409, 2, 1, 3
72, 1, 1636413955431, 1636413955831, 400, 2, 398, 0, 0, 0
75, 1, 1636413956094, 1636413956491, 397, 4, 393, 1, 1, 2
78, 1, 1636413956759, 1636413957155, 396, 3, 393, 0, 1, 1
81, 1, 1636413957423, 1636413957815, 392, 2, 390, 1, 1, 2
85, 1, 1636413958083, 1636413958495, 412, 3, 409, 0, 1, 1
88, 1, 1636413958759, 1636413959154, 395, 3, 392, 0, 1, 1
91, 1, 1636413959419, 1636413959824, 405, 5, 400, 0, 0, 0
94, 1, 1636413960087, 1636413960443, 356, 2, 354, 0, 1, 1
97, 1, 1636413960711, 1636413961071, 360, 1, 359, 0, 0, 0
100, 1, 1636413961339, 1636413961695, 356, 1, 355, 0, 0, 0
103, 1, 1636413961967, 1636413962323, 356, 2, 354, 0, 1, 1
106, 1, 1636413962591, 1636413962938, 347, 2, 345, 0, 1, 1
109, 1, 1636413963199, 1636413963554, 355, 1, 354, 0, 1, 1
112, 1, 1636413963814, 1636413964163, 349, 1, 348, 0, 0, 0
115, 1, 1636413964434, 1636413964787, 353, 2, 351, 0, 0, 0
118, 1, 1636413965050, 1636413965395, 345, 3, 342, 0, 0, 0
121, 1, 1636413965658, 1636413966007, 349, 1, 348, 0, 0, 0
