Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636420148621, 1636420149246, 625, 200, 425, 118, 11, 129
2, 1, 1636420149623, 1636420150031, 408, 3, 405, 2, 0, 2
3, 1, 1636420150347, 1636420150759, 412, 3, 409, 2, 1, 3
4, 1, 1636420151071, 1636420151479, 408, 4, 404, 1, 0, 1
5, 1, 1636420151795, 1636420152207, 412, 4, 408, 2, 0, 2
6, 1, 1636420152515, 1636420152927, 412, 4, 408, 2, 0, 2
7, 1, 1636420153239, 1636420153647, 408, 4, 404, 2, 0, 2
8, 1, 1636420153959, 1636420154358, 399, 2, 397, 1, 1, 2
9, 1, 1636420154671, 1636420155079, 408, 3, 405, 1, 0, 1
10, 1, 1636420155387, 1636420155791, 404, 2, 402, 0, 1, 1
11, 1, 1636420156103, 1636420156503, 400, 3, 397, 0, 1, 1
12, 1, 1636420156811, 1636420157215, 404, 3, 401, 1, 1, 2
13, 1, 1636420157526, 1636420157935, 409, 3, 406, 0, 1, 1
14, 1, 1636420158251, 1636420158654, 403, 3, 400, 0, 1, 1
15, 1, 1636420158967, 1636420159371, 404, 3, 401, 0, 1, 1
16, 1, 1636420159683, 1636420160095, 412, 6, 406, 0, 0, 0
17, 1, 1636420160403, 1636420160807, 404, 2, 402, 0, 0, 0
18, 1, 1636420161071, 1636420161427, 356, 2, 354, 0, 1, 1
19, 1, 1636420161691, 1636420162055, 364, 2, 362, 0, 0, 0
20, 1, 1636420162323, 1636420162674, 351, 3, 348, 0, 0, 0
22, 1, 1636420162939, 1636420163299, 360, 3, 357, 0, 0, 0
23, 1, 1636420163563, 1636420163927, 364, 1, 363, 1, 0, 1
25, 1, 1636420164191, 1636420164555, 364, 1, 363, 1, 0, 1
27, 1, 1636420164819, 1636420165183, 364, 0, 364, 0, 0, 0
29, 1, 1636420165446, 1636420165803, 357, 1, 356, 1, 0, 1
31, 1, 1636420166071, 1636420166427, 356, 2, 354, 0, 0, 0
33, 1, 1636420166691, 1636420167047, 356, 0, 356, 0, 0, 0
35, 1, 1636420167315, 1636420167671, 356, 1, 355, 1, 0, 1
37, 1, 1636420167934, 1636420168294, 360, 3, 357, 2, 0, 2
39, 1, 1636420168562, 1636420168923, 361, 2, 359, 0, 0, 0
41, 1, 1636420169187, 1636420169546, 359, 0, 359, 0, 0, 0
43, 1, 1636420169811, 1636420170167, 356, 1, 355, 0, 0, 0
45, 1, 1636420170435, 1636420170787, 352, 1, 351, 0, 0, 0
46, 1, 1636420171059, 1636420171410, 351, 3, 348, 0, 0, 0
48, 1, 1636420171678, 1636420172034, 356, 3, 353, 0, 0, 0
50, 1, 1636420172299, 1636420172663, 364, 0, 364, 0, 0, 0
52, 1, 1636420172931, 1636420173287, 356, 1, 355, 1, 0, 1
54, 1, 1636420173550, 1636420173907, 357, 0, 357, 0, 0, 0
56, 1, 1636420174175, 1636420174535, 360, 1, 359, 0, 0, 0
58, 1, 1636420174798, 1636420175154, 356, 3, 353, 1, 0, 1
60, 1, 1636420175418, 1636420175775, 357, 3, 354, 0, 0, 0
62, 1, 1636420176038, 1636420176395, 357, 3, 354, 0, 0, 0
64, 1, 1636420176659, 1636420177014, 355, 2, 353, 0, 0, 0
66, 1, 1636420177279, 1636420177634, 355, 1, 354, 0, 0, 0
68, 1, 1636420177898, 1636420178255, 357, 3, 354, 0, 0, 0
70, 1, 1636420178523, 1636420178875, 352, 1, 351, 1, 0, 1
72, 1, 1636420179139, 1636420179499, 360, 1, 359, 0, 0, 0
74, 1, 1636420179762, 1636420180119, 357, 1, 356, 0, 0, 0
76, 1, 1636420180382, 1636420180742, 360, 2, 358, 0, 0, 0
78, 1, 1636420181010, 1636420181370, 360, 1, 359, 0, 0, 0
81, 1, 1636420181638, 1636420181995, 357, 3, 354, 0, 1, 1
84, 1, 1636420182258, 1636420182611, 353, 2, 351, 1, 0, 1
87, 1, 1636420182875, 1636420183231, 356, 1, 355, 0, 0, 0
90, 1, 1636420183494, 1636420183846, 352, 0, 352, 0, 0, 0
93, 1, 1636420184115, 1636420184475, 360, 1, 359, 0, 0, 0
96, 1, 1636420184739, 1636420185095, 356, 1, 355, 1, 0, 1
99, 1, 1636420185359, 1636420185714, 355, 1, 354, 0, 0, 0
102, 1, 1636420185979, 1636420186334, 355, 2, 353, 0, 0, 0
105, 1, 1636420186603, 1636420186955, 352, 1, 351, 0, 0, 0
107, 1, 1636420187218, 1636420187575, 357, 2, 355, 0, 0, 0
110, 1, 1636420187838, 1636420188190, 352, 3, 349, 2, 0, 2
113, 1, 1636420188454, 1636420188811, 357, 2, 355, 0, 0, 0
116, 1, 1636420189075, 1636420189438, 363, 1, 362, 1, 0, 1
119, 1, 1636420189702, 1636420190058, 356, 2, 354, 1, 0, 1
122, 1, 1636420190323, 1636420190675, 352, 3, 349, 0, 0, 0
125, 1, 1636420190939, 1636420191291, 352, 1, 351, 0, 0, 0
128, 1, 1636420191554, 1636420191910, 356, 2, 354, 0, 0, 0
131, 1, 1636420192174, 1636420192539, 365, 1, 364, 0, 0, 0
134, 1, 1636420192806, 1636420193162, 356, 1, 355, 0, 0, 0
137, 1, 1636420193427, 1636420193787, 360, 1, 359, 0, 0, 0
140, 1, 1636420194050, 1636420194411, 361, 1, 360, 0, 0, 0
143, 1, 1636420194675, 1636420195030, 355, 1, 354, 1, 0, 1
146, 1, 1636420195294, 1636420195646, 352, 2, 350, 1, 0, 1
149, 1, 1636420195910, 1636420196267, 357, 3, 354, 0, 1, 1
152, 1, 1636420196530, 1636420196887, 357, 2, 355, 1, 1, 2
155, 1, 1636420197150, 1636420197503, 353, 2, 351, 0, 0, 0
158, 1, 1636420197766, 1636420198119, 353, 2, 351, 1, 0, 1
161, 1, 1636420198383, 1636420198735, 352, 0, 352, 0, 0, 0
164, 1, 1636420198999, 1636420199355, 356, 1, 355, 0, 0, 0
167, 1, 1636420199622, 1636420199974, 352, 3, 349, 0, 0, 0
170, 1, 1636420200239, 1636420200603, 364, 1, 363, 0, 0, 0
173, 1, 1636420200866, 1636420201218, 352, 3, 349, 2, 0, 2
176, 1, 1636420201482, 1636420201838, 356, 0, 356, 0, 0, 0
179, 1, 1636420202102, 1636420202458, 356, 3, 353, 0, 0, 0
182, 1, 1636420202722, 1636420203078, 356, 3, 353, 1, 1, 2
185, 1, 1636420203342, 1636420203694, 352, 2, 350, 0, 1, 1
188, 1, 1636420203958, 1636420204315, 357, 2, 355, 1, 0, 1
191, 1, 1636420204578, 1636420204934, 356, 1, 355, 1, 0, 1
194, 1, 1636420205198, 1636420205554, 356, 3, 353, 0, 0, 0
197, 1, 1636420205818, 1636420206170, 352, 3, 349, 2, 0, 2
200, 1, 1636420206434, 1636420206791, 357, 3, 354, 1, 0, 1
203, 1, 1636420207054, 1636420207407, 353, 3, 350, 1, 0, 1
204, 1, 1636420207670, 1636420208022, 352, 2, 350, 0, 0, 0
207, 1, 1636420208286, 1636420208642, 356, 2, 354, 0, 0, 0
210, 1, 1636420208906, 1636420209259, 353, 3, 350, 0, 0, 0
213, 1, 1636420209523, 1636420209875, 352, 1, 351, 0, 0, 0
216, 1, 1636420210138, 1636420210490, 352, 3, 349, 0, 1, 1
219, 1, 1636420210754, 1636420211107, 353, 2, 351, 0, 1, 1
222, 1, 1636420211370, 1636420211726, 356, 3, 353, 1, 0, 1
225, 1, 1636420211990, 1636420212342, 352, 3, 349, 0, 1, 1
228, 1, 1636420212606, 1636420212958, 352, 3, 349, 1, 0, 1
231, 1, 1636420213222, 1636420213578, 356, 2, 354, 0, 0, 0
234, 1, 1636420213842, 1636420214194, 352, 1, 351, 0, 0, 0
237, 1, 1636420214470, 1636420214826, 356, 3, 353, 1, 1, 2
240, 1, 1636420215098, 1636420215450, 352, 0, 352, 0, 0, 0
243, 1, 1636420215718, 1636420216070, 352, 1, 351, 0, 0, 0
246, 1, 1636420216334, 1636420216690, 356, 3, 353, 0, 0, 0
249, 1, 1636420216955, 1636420217311, 356, 2, 354, 1, 0, 1
252, 1, 1636420217574, 1636420217926, 352, 2, 350, 0, 0, 0
255, 1, 1636420218190, 1636420218542, 352, 3, 349, 0, 0, 0
258, 1, 1636420218806, 1636420219159, 353, 2, 351, 2, 0, 2
261, 1, 1636420219427, 1636420219778, 351, 1, 350, 0, 0, 0
264, 1, 1636420220042, 1636420220394, 352, 3, 349, 2, 1, 3
267, 1, 1636420220663, 1636420221015, 352, 2, 350, 1, 0, 1
270, 1, 1636420221278, 1636420221634, 356, 3, 353, 1, 0, 1
273, 1, 1636420221906, 1636420222258, 352, 3, 349, 1, 0, 1
276, 1, 1636420222522, 1636420222875, 353, 2, 351, 0, 0, 0
279, 1, 1636420223138, 1636420223491, 353, 2, 351, 1, 0, 1
282, 1, 1636420223754, 1636420224106, 352, 2, 350, 1, 1, 2
285, 1, 1636420224370, 1636420224726, 356, 2, 354, 0, 1, 1
288, 1, 1636420224994, 1636420225346, 352, 0, 352, 0, 0, 0
291, 1, 1636420225614, 1636420225970, 356, 0, 356, 0, 0, 0
294, 1, 1636420226238, 1636420226590, 352, 0, 352, 0, 0, 0
297, 1, 1636420226854, 1636420227206, 352, 0, 352, 0, 0, 0
300, 1, 1636420227470, 1636420227822, 352, 1, 351, 0, 0, 0
303, 1, 1636420228090, 1636420228446, 356, 0, 356, 0, 0, 0
306, 1, 1636420228714, 1636420229066, 352, 0, 352, 0, 0, 0
309, 1, 1636420229330, 1636420229686, 356, 0, 356, 0, 0, 0
312, 1, 1636420229954, 1636420230310, 356, 2, 354, 1, 1, 2
315, 1, 1636420230574, 1636420230930, 356, 2, 354, 1, 0, 1
