Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
1, 1, 1636328901102, 1636328901254, 152, 6, 1, 7
2, 1, 1636328901266, 1636328901277, 11, 0, 0, 0
3, 1, 1636328901278, 1636328901287, 9, 0, 0, 0
4, 1, 1636328901288, 1636328901306, 18, 0, 0, 0
5, 1, 1636328901306, 1636328901317, 11, 0, 0, 0
6, 1, 1636328948690, 1636328949022, 332, 5, 1, 6
7, 1, 1636328949023, 1636328949068, 45, 1, 0, 1
8, 1, 1636328949069, 1636328949107, 38, 0, 0, 0
9, 1, 1636328949108, 1636328949140, 32, 0, 1, 1
10, 1, 1636328949141, 1636328949174, 33, 1, 0, 1
11, 1, 1636328949175, 1636328949205, 30, 0, 0, 0
12, 1, 1636328949205, 1636328949238, 33, 0, 0, 0
13, 1, 1636328949238, 1636328949273, 35, 1, 0, 1
14, 1, 1636328949274, 1636328949318, 44, 0, 1, 1
15, 1, 1636328949319, 1636328949372, 53, 0, 1, 1
16, 1, 1636328949373, 1636328949399, 26, 0, 0, 0
17, 1, 1636328949400, 1636328949426, 26, 0, 0, 0
18, 1, 1636328949427, 1636328949452, 25, 1, 0, 1
19, 1, 1636328949452, 1636328949478, 26, 0, 1, 1
20, 1, 1636328949478, 1636328949506, 28, 0, 0, 0
21, 1, 1636328949506, 1636328949548, 42, 1, 0, 1
22, 1, 1636328949548, 1636328949579, 31, 0, 0, 0
23, 1, 1636328949579, 1636328949605, 26, 0, 0, 0
24, 1, 1636328949605, 1636328949632, 27, 0, 1, 1
25, 1, 1636328949632, 1636328949658, 26, 0, 2, 2
26, 1, 1636328949658, 1636328949678, 20, 0, 0, 0
27, 1, 1636328949679, 1636328949700, 21, 0, 0, 0
28, 1, 1636328949701, 1636328949723, 22, 0, 1, 1
29, 1, 1636328949723, 1636328949747, 24, 1, 0, 1
30, 1, 1636328949748, 1636328949771, 23, 0, 0, 0
31, 1, 1636328949771, 1636328949795, 24, 0, 0, 0
32, 1, 1636328949795, 1636328949824, 29, 0, 0, 0
33, 1, 1636328949824, 1636328949850, 26, 0, 0, 0
34, 1, 1636328949850, 1636328949872, 22, 0, 0, 0
35, 1, 1636328949873, 1636328949895, 22, 0, 0, 0
36, 1, 1636328949896, 1636328949920, 24, 0, 1, 1
37, 1, 1636328949921, 1636328949944, 23, 1, 1, 2
38, 1, 1636328949945, 1636328949967, 22, 0, 0, 0
39, 1, 1636328949968, 1636328949992, 24, 0, 1, 1
40, 1, 1636328949992, 1636328950013, 21, 0, 0, 0
41, 1, 1636328950013, 1636328950038, 25, 0, 1, 1
42, 1, 1636328950038, 1636328950059, 21, 0, 0, 0
43, 1, 1636328950059, 1636328950081, 22, 0, 0, 0
44, 1, 1636328950082, 1636328950106, 24, 0, 1, 1
45, 1, 1636328950106, 1636328950129, 23, 0, 0, 0
46, 1, 1636328950130, 1636328950155, 25, 1, 1, 2
47, 1, 1636328950155, 1636328950181, 26, 0, 0, 0
48, 1, 1636328950182, 1636328950215, 33, 0, 0, 0
49, 1, 1636328950215, 1636328950238, 23, 0, 0, 0
50, 1, 1636328950239, 1636328950265, 26, 0, 1, 1
51, 1, 1636328950265, 1636328950290, 25, 0, 1, 1
52, 1, 1636328950290, 1636328950318, 28, 0, 2, 2
53, 1, 1636328950318, 1636328950343, 25, 0, 0, 0
54, 1, 1636328950343, 1636328950370, 27, 0, 0, 0
55, 1, 1636328950370, 1636328950394, 24, 0, 0, 0
56, 1, 1636328950395, 1636328950420, 25, 0, 2, 2
57, 1, 1636328950420, 1636328950446, 26, 0, 0, 0
58, 1, 1636328950447, 1636328950473, 26, 0, 0, 0
59, 1, 1636328950473, 1636328950499, 26, 0, 1, 1
60, 1, 1636328950499, 1636328950527, 28, 0, 0, 0
61, 1, 1636328950527, 1636328950554, 27, 0, 1, 1
62, 1, 1636328950555, 1636328950593, 38, 11, 0, 11
63, 1, 1636328950593, 1636328950622, 29, 0, 0, 0
64, 1, 1636328950623, 1636328950649, 26, 0, 1, 1
65, 1, 1636328950649, 1636328950682, 33, 1, 1, 2
66, 1, 1636328950682, 1636328950713, 31, 0, 1, 1
67, 1, 1636328950714, 1636328950750, 36, 0, 1, 1
68, 1, 1636328950750, 1636328950780, 30, 0, 0, 0
69, 1, 1636328950781, 1636328950813, 32, 0, 0, 0
70, 1, 1636328950813, 1636328950844, 31, 0, 1, 1
71, 1, 1636328950844, 1636328950874, 30, 0, 0, 0
