Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
72, 1, 1636328950875, 1636328950908, 33, 1, 0, 1
73, 1, 1636328950909, 1636328950939, 30, 0, 1, 1
74, 1, 1636328950939, 1636328950969, 30, 0, 1, 1
75, 1, 1636328950970, 1636328951001, 31, 1, 0, 1
76, 1, 1636328951001, 1636328951040, 39, 0, 1, 1
77, 1, 1636328951040, 1636328951138, 98, 0, 1, 1
78, 1, 1636328951138, 1636328951171, 33, 0, 0, 0
79, 1, 1636328951171, 1636328951201, 30, 1, 0, 1
80, 1, 1636328951201, 1636328951236, 35, 0, 1, 1
81, 1, 1636328951236, 1636328951272, 36, 0, 0, 0
82, 1, 1636328951274, 1636328951316, 42, 0, 0, 0
83, 1, 1636328951317, 1636328951348, 31, 0, 0, 0
84, 1, 1636328951348, 1636328951380, 32, 0, 1, 1
85, 1, 1636328951381, 1636328951412, 31, 1, 0, 1
86, 1, 1636328951413, 1636328951443, 30, 0, 0, 0
87, 1, 1636328951443, 1636328951471, 28, 0, 0, 0
88, 1, 1636328951472, 1636328951495, 23, 0, 0, 0
89, 1, 1636328951496, 1636328951520, 24, 1, 0, 1
90, 1, 1636328951520, 1636328951552, 32, 0, 0, 0
91, 1, 1636328951553, 1636328951581, 28, 0, 0, 0
92, 1, 1636328951581, 1636328951614, 33, 0, 0, 0
93, 1, 1636328951615, 1636328951645, 30, 0, 1, 1
94, 1, 1636328951645, 1636328951672, 27, 0, 1, 1
95, 1, 1636328951673, 1636328951704, 31, 0, 1, 1
96, 1, 1636328951705, 1636328951744, 39, 0, 1, 1
97, 1, 1636328951745, 1636328951820, 75, 1, 2, 3
98, 1, 1636328951820, 1636328951850, 30, 0, 0, 0
99, 1, 1636328951851, 1636328951877, 26, 0, 0, 0
100, 1, 1636328951878, 1636328951903, 25, 0, 0, 0
101, 1, 1636328951903, 1636328951937, 34, 0, 0, 0
102, 1, 1636328951938, 1636328951993, 55, 0, 1, 1
103, 1, 1636328951993, 1636328952058, 65, 35, 1, 36
104, 1, 1636328952058, 1636328952083, 25, 0, 0, 0
105, 1, 1636328952083, 1636328952109, 26, 0, 1, 1
