Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
16, 1, 1636429428421, 1636429428915, 494, 75, 419, 35, 5, 40
18, 1, 1636429429258, 1636429429667, 409, 5, 404, 2, 1, 3
20, 1, 1636429429979, 1636429430386, 407, 3, 404, 1, 1, 2
22, 1, 1636429430654, 1636429431063, 409, 4, 405, 1, 1, 2
24, 1, 1636429431330, 1636429431734, 404, 4, 400, 0, 0, 0
27, 1, 1636429432002, 1636429432410, 408, 3, 405, 3, 0, 3
29, 1, 1636429432678, 1636429433086, 408, 4, 404, 0, 0, 0
31, 1, 1636429433354, 1636429433762, 408, 4, 404, 1, 0, 1
33, 1, 1636429434030, 1636429434442, 412, 3, 409, 3, 0, 3
35, 1, 1636429434710, 1636429435118, 408, 3, 405, 1, 0, 1
37, 1, 1636429435386, 1636429435794, 408, 3, 405, 2, 0, 2
39, 1, 1636429436062, 1636429436467, 405, 4, 401, 2, 0, 2
41, 1, 1636429436734, 1636429437143, 409, 3, 406, 0, 1, 1
43, 1, 1636429437406, 1636429437810, 404, 4, 400, 1, 0, 1
45, 1, 1636429438078, 1636429438486, 408, 1, 407, 0, 1, 1
47, 1, 1636429438754, 1636429439163, 409, 7, 402, 0, 0, 0
49, 1, 1636429439425, 1636429439786, 361, 2, 359, 0, 0, 0
51, 1, 1636429440050, 1636429440414, 364, 2, 362, 0, 0, 0
53, 1, 1636429440682, 1636429441046, 364, 3, 361, 2, 0, 2
55, 1, 1636429441314, 1636429441678, 364, 1, 363, 1, 0, 1
57, 1, 1636429441946, 1636429442310, 364, 2, 362, 0, 0, 0
59, 1, 1636429442578, 1636429442942, 364, 3, 361, 1, 0, 1
61, 1, 1636429443210, 1636429443574, 364, 2, 362, 0, 1, 1
64, 1, 1636429443838, 1636429444202, 364, 2, 362, 0, 0, 0
67, 1, 1636429444466, 1636429444830, 364, 3, 361, 0, 0, 0
70, 1, 1636429445094, 1636429445454, 360, 0, 360, 0, 0, 0
73, 1, 1636429445718, 1636429446082, 364, 2, 362, 1, 0, 1
76, 1, 1636429446346, 1636429446706, 360, 2, 358, 0, 1, 1
78, 1, 1636429446974, 1636429447330, 356, 1, 355, 0, 0, 0
81, 1, 1636429447598, 1636429447966, 368, 1, 367, 0, 1, 1
84, 1, 1636429448230, 1636429448586, 356, 1, 355, 0, 1, 1
87, 1, 1636429448854, 1636429449214, 360, 2, 358, 0, 1, 1
90, 1, 1636429449482, 1636429449850, 368, 1, 367, 0, 0, 0
93, 1, 1636429450118, 1636429450482, 364, 1, 363, 0, 0, 0
96, 1, 1636429450750, 1636429451110, 360, 2, 358, 0, 0, 0
99, 1, 1636429451374, 1636429451738, 364, 1, 363, 0, 1, 1
102, 1, 1636429452006, 1636429452370, 364, 3, 361, 0, 0, 0
105, 1, 1636429452638, 1636429453002, 364, 1, 363, 0, 0, 0
108, 1, 1636429453270, 1636429453630, 360, 0, 360, 0, 0, 0
111, 1, 1636429453898, 1636429454258, 360, 0, 360, 0, 0, 0
114, 1, 1636429454526, 1636429454890, 364, 1, 363, 0, 1, 1
117, 1, 1636429455154, 1636429455514, 360, 2, 358, 0, 0, 0
120, 1, 1636429455778, 1636429456138, 360, 1, 359, 0, 0, 0
123, 1, 1636429456402, 1636429456762, 360, 0, 360, 0, 0, 0
126, 1, 1636429457030, 1636429457390, 360, 0, 360, 0, 0, 0
129, 1, 1636429457654, 1636429458018, 364, 0, 364, 0, 0, 0
132, 1, 1636429458290, 1636429458654, 364, 0, 364, 0, 0, 0
135, 1, 1636429458922, 1636429459290, 368, 0, 368, 0, 0, 0
138, 1, 1636429459558, 1636429459922, 364, 1, 363, 0, 0, 0
141, 1, 1636429460190, 1636429460554, 364, 0, 364, 0, 0, 0
144, 1, 1636429460822, 1636429461186, 364, 0, 364, 0, 0, 0
147, 1, 1636429461450, 1636429461810, 360, 2, 358, 0, 1, 1
150, 1, 1636429462078, 1636429462442, 364, 0, 364, 0, 0, 0
153, 1, 1636429462710, 1636429463078, 368, 0, 368, 0, 0, 0
156, 1, 1636429463338, 1636429463694, 356, 1, 355, 0, 0, 0
159, 1, 1636429463962, 1636429464322, 360, 0, 360, 0, 0, 0
162, 1, 1636429464590, 1636429464954, 364, 1, 363, 0, 0, 0
165, 1, 1636429465217, 1636429465578, 361, 1, 360, 0, 0, 0
168, 1, 1636429465846, 1636429466210, 364, 1, 363, 1, 0, 1
171, 1, 1636429466478, 1636429466842, 364, 1, 363, 0, 0, 0
174, 1, 1636429467106, 1636429467466, 360, 0, 360, 0, 0, 0
177, 1, 1636429467733, 1636429468098, 365, 1, 364, 0, 0, 0
180, 1, 1636429468366, 1636429468730, 364, 1, 363, 0, 0, 0
183, 1, 1636429468994, 1636429469362, 368, 1, 367, 0, 0, 0
186, 1, 1636429469626, 1636429469990, 364, 5, 359, 3, 1, 4
189, 1, 1636429470254, 1636429470614, 360, 2, 358, 0, 0, 0
192, 1, 1636429470886, 1636429471250, 364, 0, 364, 0, 0, 0
195, 1, 1636429471514, 1636429471874, 360, 0, 360, 0, 0, 0
198, 1, 1636429472138, 1636429472502, 364, 0, 364, 0, 0, 0
201, 1, 1636429472762, 1636429473126, 364, 0, 364, 0, 0, 0
204, 1, 1636429473390, 1636429473750, 360, 1, 359, 0, 0, 0
207, 1, 1636429474018, 1636429474378, 360, 2, 358, 1, 0, 1
210, 1, 1636429474642, 1636429475002, 360, 1, 359, 0, 0, 0
213, 1, 1636429475266, 1636429475630, 364, 2, 362, 1, 0, 1
215, 1, 1636429475898, 1636429476262, 364, 1, 363, 0, 1, 1
218, 1, 1636429476526, 1636429476889, 363, 2, 361, 1, 0, 1
221, 1, 1636429477154, 1636429477514, 360, 0, 360, 0, 0, 0
224, 1, 1636429477782, 1636429478142, 360, 0, 360, 0, 0, 0
227, 1, 1636429478406, 1636429478766, 360, 2, 358, 0, 1, 1
230, 1, 1636429479030, 1636429479394, 364, 0, 364, 0, 0, 0
233, 1, 1636429479658, 1636429480022, 364, 0, 364, 0, 0, 0
236, 1, 1636429480286, 1636429480650, 364, 0, 364, 0, 0, 0
239, 1, 1636429480914, 1636429481277, 363, 1, 362, 0, 0, 0
243, 1, 1636429481541, 1636429481902, 361, 2, 359, 0, 1, 1
245, 1, 1636429482165, 1636429482521, 356, 3, 353, 1, 0, 1
248, 1, 1636429482786, 1636429483146, 360, 3, 357, 0, 0, 0
251, 1, 1636429483410, 1636429483774, 364, 1, 363, 0, 0, 0
254, 1, 1636429484042, 1636429484402, 360, 0, 360, 0, 0, 0
257, 1, 1636429484666, 1636429485026, 360, 0, 360, 0, 0, 0
260, 1, 1636429485290, 1636429485650, 360, 0, 360, 0, 0, 0
263, 1, 1636429485914, 1636429486278, 364, 0, 364, 0, 0, 0
266, 1, 1636429486545, 1636429486910, 365, 3, 362, 0, 1, 1
269, 1, 1636429487174, 1636429487530, 356, 0, 356, 0, 0, 0
272, 1, 1636429487798, 1636429488158, 360, 0, 360, 0, 0, 0
275, 1, 1636429488426, 1636429488786, 360, 2, 358, 0, 0, 0
278, 1, 1636429489054, 1636429489418, 364, 1, 363, 0, 0, 0
281, 1, 1636429489686, 1636429490050, 364, 3, 361, 0, 0, 0
284, 1, 1636429490317, 1636429490682, 365, 1, 364, 0, 1, 1
287, 1, 1636429490950, 1636429491310, 360, 0, 360, 0, 0, 0
290, 1, 1636429491574, 1636429491938, 364, 1, 363, 0, 0, 0
293, 1, 1636429492201, 1636429492562, 361, 1, 360, 0, 0, 0
296, 1, 1636429492826, 1636429493186, 360, 0, 360, 0, 0, 0
299, 1, 1636429493450, 1636429493814, 364, 1, 363, 0, 0, 0
302, 1, 1636429494078, 1636429494438, 360, 0, 360, 0, 0, 0
305, 1, 1636429494701, 1636429495070, 369, 1, 368, 0, 0, 0
308, 1, 1636429495333, 1636429495690, 357, 2, 355, 2, 0, 2
311, 1, 1636429495954, 1636429496318, 364, 0, 364, 0, 0, 0
314, 1, 1636429496582, 1636429496946, 364, 0, 364, 0, 0, 0
317, 1, 1636429497214, 1636429497578, 364, 0, 364, 0, 0, 0
320, 1, 1636429497842, 1636429498206, 364, 1, 363, 0, 0, 0
323, 1, 1636429498470, 1636429498838, 368, 1, 367, 1, 0, 1
326, 1, 1636429499106, 1636429499466, 360, 1, 359, 1, 0, 1
329, 1, 1636429499730, 1636429500090, 360, 0, 360, 0, 0, 0
