Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
37, 1, 1636328949926, 1636328949943, 17, 0, 0, 0
38, 1, 1636328949951, 1636328949966, 15, 1, 0, 1
39, 1, 1636328949973, 1636328949990, 17, 0, 0, 0
40, 1, 1636328949997, 1636328950011, 14, 1, 0, 1
41, 1, 1636328950019, 1636328950036, 17, 0, 0, 0
42, 1, 1636328950043, 1636328950058, 15, 0, 0, 0
43, 1, 1636328950064, 1636328950080, 16, 0, 0, 0
44, 1, 1636328950087, 1636328950104, 17, 0, 0, 0
45, 1, 1636328950111, 1636328950128, 17, 0, 0, 0
46, 1, 1636328950135, 1636328950153, 18, 0, 0, 0
47, 1, 1636328950162, 1636328950180, 18, 0, 0, 0
48, 1, 1636328950194, 1636328950213, 19, 0, 0, 0
49, 1, 1636328950221, 1636328950237, 16, 0, 0, 0
50, 1, 1636328950245, 1636328950263, 18, 0, 0, 0
51, 1, 1636328950270, 1636328950288, 18, 1, 0, 1
52, 1, 1636328950297, 1636328950316, 19, 0, 0, 0
53, 1, 1636328950325, 1636328950341, 16, 0, 0, 0
54, 1, 1636328950349, 1636328950368, 19, 0, 0, 0
55, 1, 1636328950376, 1636328950393, 17, 0, 0, 0
56, 1, 1636328950402, 1636328950418, 16, 0, 0, 0
57, 1, 1636328950427, 1636328950444, 17, 0, 0, 0
58, 1, 1636328950453, 1636328950471, 18, 0, 1, 1
59, 1, 1636328950479, 1636328950497, 18, 0, 0, 0
60, 1, 1636328950506, 1636328950524, 18, 1, 0, 1
61, 1, 1636328950534, 1636328950553, 19, 0, 0, 0
62, 1, 1636328950561, 1636328950591, 30, 1, 0, 1
63, 1, 1636328950601, 1636328950621, 20, 0, 0, 0
64, 1, 1636328950629, 1636328950647, 18, 0, 0, 0
65, 1, 1636328950656, 1636328950679, 23, 0, 0, 0
66, 1, 1636328950689, 1636328950711, 22, 0, 0, 0
67, 1, 1636328950724, 1636328950748, 24, 0, 1, 1
68, 1, 1636328950758, 1636328950778, 20, 0, 0, 0
69, 1, 1636328950788, 1636328950811, 23, 1, 0, 1
70, 1, 1636328950821, 1636328950841, 20, 0, 1, 1
71, 1, 1636328950852, 1636328950873, 21, 0, 0, 0
72, 1, 1636328950883, 1636328950906, 23, 0, 0, 0
73, 1, 1636328950915, 1636328950937, 22, 0, 0, 0
74, 1, 1636328950947, 1636328950967, 20, 0, 0, 0
75, 1, 1636328950978, 1636328950999, 21, 0, 0, 0
76, 1, 1636328951010, 1636328951037, 27, 0, 0, 0
77, 1, 1636328951046, 1636328951134, 88, 0, 1, 1
78, 1, 1636328951145, 1636328951168, 23, 0, 0, 0
79, 1, 1636328951178, 1636328951198, 20, 0, 0, 0
80, 1, 1636328951209, 1636328951233, 24, 1, 0, 1
81, 1, 1636328951244, 1636328951264, 20, 0, 0, 0
82, 1, 1636328951282, 1636328951314, 32, 0, 0, 0
83, 1, 1636328951325, 1636328951346, 21, 0, 0, 0
84, 1, 1636328951355, 1636328951378, 23, 0, 0, 0
85, 1, 1636328951388, 1636328951410, 22, 0, 0, 0
86, 1, 1636328951421, 1636328951441, 20, 0, 0, 0
87, 1, 1636328951451, 1636328951470, 19, 0, 0, 0
88, 1, 1636328951478, 1636328951494, 16, 0, 0, 0
89, 1, 1636328951501, 1636328951518, 17, 0, 0, 0
90, 1, 1636328951525, 1636328951551, 26, 1, 0, 1
91, 1, 1636328951559, 1636328951579, 20, 0, 0, 0
92, 1, 1636328951587, 1636328951612, 25, 0, 0, 0
93, 1, 1636328951622, 1636328951643, 21, 0, 0, 0
94, 1, 1636328951652, 1636328951671, 19, 0, 0, 0
95, 1, 1636328951679, 1636328951702, 23, 0, 0, 0
96, 1, 1636328951712, 1636328951741, 29, 1, 0, 1
97, 1, 1636328951753, 1636328951774, 21, 0, 0, 0
98, 1, 1636328951827, 1636328951849, 22, 0, 0, 0
99, 1, 1636328951858, 1636328951876, 18, 0, 0, 0
100, 1, 1636328951884, 1636328951901, 17, 0, 0, 0
101, 1, 1636328951909, 1636328951936, 27, 1, 0, 1
102, 1, 1636328951943, 1636328951992, 49, 1, 0, 1
103, 1, 1636328952000, 1636328952057, 57, 0, 0, 0
104, 1, 1636328952063, 1636328952081, 18, 0, 0, 0
105, 1, 1636328952089, 1636328952107, 18, 0, 0, 0
