Xid, State, StartTime, EndTime, ExecuteTime, ReadTime, WriteTime, DBTime
6, 1, 1636328948776, 1636328949010, 234, 11, 3, 14
7, 1, 1636328949034, 1636328949065, 31, 0, 1, 1
8, 1, 1636328949078, 1636328949105, 27, 1, 0, 1
9, 1, 1636328949115, 1636328949138, 23, 0, 2, 2
10, 1, 1636328949149, 1636328949172, 23, 0, 1, 1
11, 1, 1636328949182, 1636328949203, 21, 0, 0, 0
12, 1, 1636328949214, 1636328949236, 22, 0, 1, 1
13, 1, 1636328949245, 1636328949272, 27, 1, 0, 1
14, 1, 1636328949287, 1636328949317, 30, 1, 0, 1
15, 1, 1636328949324, 1636328949371, 47, 1, 1, 2
16, 1, 1636328949380, 1636328949398, 18, 1, 0, 1
17, 1, 1636328949406, 1636328949425, 19, 0, 0, 0
18, 1, 1636328949433, 1636328949450, 17, 0, 0, 0
19, 1, 1636328949458, 1636328949476, 18, 0, 0, 0
20, 1, 1636328949484, 1636328949504, 20, 0, 0, 0
21, 1, 1636328949515, 1636328949546, 31, 0, 0, 0
22, 1, 1636328949556, 1636328949577, 21, 0, 1, 1
23, 1, 1636328949586, 1636328949604, 18, 0, 0, 0
24, 1, 1636328949612, 1636328949630, 18, 0, 0, 0
25, 1, 1636328949639, 1636328949656, 17, 0, 0, 0
26, 1, 1636328949663, 1636328949677, 14, 0, 0, 0
27, 1, 1636328949684, 1636328949699, 15, 1, 0, 1
28, 1, 1636328949706, 1636328949722, 16, 0, 0, 0
29, 1, 1636328949729, 1636328949746, 17, 0, 0, 0
30, 1, 1636328949753, 1636328949769, 16, 1, 0, 1
31, 1, 1636328949777, 1636328949794, 17, 0, 0, 0
32, 1, 1636328949800, 1636328949823, 23, 0, 0, 0
33, 1, 1636328949830, 1636328949848, 18, 1, 0, 1
34, 1, 1636328949856, 1636328949871, 15, 1, 0, 1
35, 1, 1636328949878, 1636328949894, 16, 0, 0, 0
36, 1, 1636328949902, 1636328949919, 17, 0, 0, 0
