Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636426201303, 1636426201799, 496, 71, 425, 26, 6, 32
2, 1, 1636426202173, 1636426202582, 409, 3, 406, 0, 1, 1
3, 1, 1636426202898, 1636426203305, 407, 3, 404, 1, 1, 2
4, 1, 1636426203621, 1636426204029, 408, 4, 404, 2, 0, 2
5, 1, 1636426204341, 1636426204750, 409, 4, 405, 0, 1, 1
6, 1, 1636426205069, 1636426205478, 409, 2, 407, 0, 0, 0
7, 1, 1636426205789, 1636426206202, 413, 4, 409, 0, 0, 0
8, 1, 1636426206513, 1636426206922, 409, 4, 405, 1, 0, 1
9, 1, 1636426207233, 1636426207653, 420, 4, 416, 1, 0, 1
10, 1, 1636426207965, 1636426208373, 408, 4, 404, 0, 1, 1
11, 1, 1636426208685, 1636426209093, 408, 4, 404, 1, 0, 1
12, 1, 1636426209401, 1636426209806, 405, 3, 402, 1, 0, 1
13, 1, 1636426210117, 1636426210517, 400, 1, 399, 0, 0, 0
14, 1, 1636426210829, 1636426211229, 400, 3, 397, 0, 0, 0
15, 1, 1636426211541, 1636426211950, 409, 3, 406, 1, 1, 2
16, 1, 1636426212261, 1636426212670, 409, 5, 404, 0, 1, 1
17, 1, 1636426212981, 1636426213381, 400, 2, 398, 1, 0, 1
18, 1, 1636426213653, 1636426214009, 356, 2, 354, 1, 0, 1
19, 1, 1636426214285, 1636426214641, 356, 2, 354, 0, 0, 0
21, 1, 1636426214909, 1636426215269, 360, 2, 358, 1, 1, 2
23, 1, 1636426215541, 1636426215897, 356, 2, 354, 1, 0, 1
25, 1, 1636426216170, 1636426216525, 355, 1, 354, 0, 0, 0
27, 1, 1636426216801, 1636426217156, 355, 3, 352, 1, 0, 1
29, 1, 1636426217421, 1636426217785, 364, 3, 361, 1, 0, 1
31, 1, 1636426218057, 1636426218413, 356, 2, 354, 1, 0, 1
33, 1, 1636426218681, 1636426219037, 356, 2, 354, 1, 0, 1
35, 1, 1636426219309, 1636426219669, 360, 2, 358, 1, 1, 2
37, 1, 1636426219941, 1636426220305, 364, 3, 361, 2, 0, 2
38, 1, 1636426220577, 1636426220933, 356, 2, 354, 0, 0, 0
40, 1, 1636426221205, 1636426221557, 352, 1, 351, 0, 0, 0
42, 1, 1636426221829, 1636426222185, 356, 2, 354, 0, 1, 1
44, 1, 1636426222453, 1636426222805, 352, 1, 351, 0, 0, 0
46, 1, 1636426223077, 1636426223433, 356, 2, 354, 1, 0, 1
48, 1, 1636426223697, 1636426224053, 356, 2, 354, 1, 1, 2
50, 1, 1636426224325, 1636426224685, 360, 2, 358, 0, 1, 1
52, 1, 1636426224953, 1636426225305, 352, 2, 350, 0, 0, 0
54, 1, 1636426225577, 1636426225933, 356, 1, 355, 0, 0, 0
57, 1, 1636426226205, 1636426226557, 352, 1, 351, 0, 0, 0
60, 1, 1636426226825, 1636426227181, 356, 2, 354, 0, 0, 0
63, 1, 1636426227445, 1636426227797, 352, 1, 351, 0, 0, 0
66, 1, 1636426228069, 1636426228425, 356, 2, 354, 0, 1, 1
69, 1, 1636426228693, 1636426229049, 356, 2, 354, 0, 1, 1
72, 1, 1636426229321, 1636426229677, 356, 2, 354, 0, 0, 0
74, 1, 1636426229945, 1636426230301, 356, 2, 354, 0, 1, 1
77, 1, 1636426230569, 1636426230925, 356, 2, 354, 0, 1, 1
80, 1, 1636426231193, 1636426231549, 356, 1, 355, 0, 0, 0
83, 1, 1636426231813, 1636426232168, 355, 2, 353, 0, 0, 0
86, 1, 1636426232432, 1636426232785, 353, 1, 352, 0, 1, 1
89, 1, 1636426233049, 1636426233409, 360, 1, 359, 0, 1, 1
92, 1, 1636426233677, 1636426234029, 352, 0, 352, 0, 0, 0
95, 1, 1636426234297, 1636426234649, 352, 1, 351, 0, 1, 1
98, 1, 1636426234921, 1636426235277, 356, 1, 355, 0, 0, 0
101, 1, 1636426235545, 1636426235901, 356, 0, 356, 0, 0, 0
104, 1, 1636426236173, 1636426236529, 356, 1, 355, 0, 1, 1
107, 1, 1636426236801, 1636426237157, 356, 2, 354, 1, 0, 1
110, 1, 1636426237424, 1636426237777, 353, 2, 351, 0, 0, 0
113, 1, 1636426238049, 1636426238413, 364, 1, 363, 0, 0, 0
116, 1, 1636426238677, 1636426239029, 352, 0, 352, 0, 0, 0
119, 1, 1636426239300, 1636426239653, 353, 1, 352, 0, 0, 0
122, 1, 1636426239917, 1636426240273, 356, 1, 355, 0, 1, 1
125, 1, 1636426240549, 1636426240901, 352, 0, 352, 0, 0, 0
128, 1, 1636426241169, 1636426241529, 360, 2, 358, 1, 1, 2
131, 1, 1636426241797, 1636426242157, 360, 1, 359, 0, 0, 0
134, 1, 1636426242421, 1636426242777, 356, 2, 354, 0, 0, 0
136, 1, 1636426243041, 1636426243401, 360, 3, 357, 0, 1, 1
139, 1, 1636426243673, 1636426244025, 352, 3, 349, 0, 0, 0
142, 1, 1636426244289, 1636426244641, 352, 0, 352, 0, 0, 0
145, 1, 1636426244913, 1636426245264, 351, 0, 351, 0, 0, 0
148, 1, 1636426245533, 1636426245889, 356, 1, 355, 0, 1, 1
151, 1, 1636426246153, 1636426246505, 352, 1, 351, 0, 0, 0
153, 1, 1636426246777, 1636426247129, 352, 1, 351, 0, 0, 0
156, 1, 1636426247397, 1636426247749, 352, 0, 352, 0, 0, 0
159, 1, 1636426248013, 1636426248365, 352, 0, 352, 0, 0, 0
162, 1, 1636426248637, 1636426248989, 352, 0, 352, 0, 0, 0
165, 1, 1636426249257, 1636426249608, 351, 2, 349, 1, 0, 1
168, 1, 1636426249873, 1636426250229, 356, 1, 355, 0, 1, 1
171, 1, 1636426250497, 1636426250848, 351, 2, 349, 1, 0, 1
174, 1, 1636426251113, 1636426251465, 352, 1, 351, 0, 0, 0
177, 1, 1636426251729, 1636426252081, 352, 0, 352, 0, 0, 0
180, 1, 1636426252345, 1636426252700, 355, 1, 354, 0, 1, 1
183, 1, 1636426252965, 1636426253316, 351, 0, 351, 0, 0, 0
186, 1, 1636426253581, 1636426253933, 352, 0, 352, 0, 0, 0
189, 1, 1636426254197, 1636426254557, 360, 1, 359, 0, 0, 0
192, 1, 1636426254824, 1636426255177, 353, 2, 351, 0, 0, 0
195, 1, 1636426255448, 1636426255801, 353, 1, 352, 0, 0, 0
198, 1, 1636426256069, 1636426256421, 352, 1, 351, 0, 0, 0
201, 1, 1636426256689, 1636426257041, 352, 0, 352, 0, 0, 0
204, 1, 1636426257305, 1636426257657, 352, 2, 350, 0, 0, 0
207, 1, 1636426257925, 1636426258277, 352, 0, 352, 0, 0, 0
210, 1, 1636426258541, 1636426258893, 352, 0, 352, 0, 0, 0
213, 1, 1636426259161, 1636426259513, 352, 1, 351, 1, 0, 1
216, 1, 1636426259777, 1636426260133, 356, 1, 355, 1, 0, 1
219, 1, 1636426260401, 1636426260753, 352, 0, 352, 0, 0, 0
222, 1, 1636426261020, 1636426261372, 352, 1, 351, 0, 0, 0
225, 1, 1636426261637, 1636426261989, 352, 1, 351, 0, 0, 0
228, 1, 1636426262252, 1636426262605, 353, 1, 352, 0, 0, 0
231, 1, 1636426262869, 1636426263221, 352, 1, 351, 0, 0, 0
234, 1, 1636426263485, 1636426263841, 356, 0, 356, 0, 0, 0
237, 1, 1636426264105, 1636426264457, 352, 0, 352, 0, 0, 0
240, 1, 1636426264724, 1636426265077, 353, 1, 352, 0, 0, 0
243, 1, 1636426265341, 1636426265693, 352, 0, 352, 0, 0, 0
246, 1, 1636426265957, 1636426266309, 352, 0, 352, 0, 0, 0
249, 1, 1636426266573, 1636426266925, 352, 0, 352, 0, 0, 0
252, 1, 1636426267193, 1636426267545, 352, 1, 351, 0, 0, 0
255, 1, 1636426267809, 1636426268161, 352, 0, 352, 0, 0, 0
258, 1, 1636426268425, 1636426268777, 352, 0, 352, 0, 0, 0
261, 1, 1636426269045, 1636426269397, 352, 0, 352, 0, 0, 0
264, 1, 1636426269665, 1636426270017, 352, 2, 350, 1, 0, 1
267, 1, 1636426270281, 1636426270632, 351, 0, 351, 0, 0, 0
270, 1, 1636426270896, 1636426271249, 353, 1, 352, 0, 0, 0
273, 1, 1636426271521, 1636426271873, 352, 0, 352, 0, 0, 0
276, 1, 1636426272141, 1636426272493, 352, 1, 351, 0, 0, 0
279, 1, 1636426272757, 1636426273109, 352, 0, 352, 0, 0, 0
281, 1, 1636426273376, 1636426273729, 353, 0, 353, 0, 0, 0
284, 1, 1636426273993, 1636426274345, 352, 0, 352, 0, 0, 0
287, 1, 1636426274609, 1636426274961, 352, 1, 351, 0, 0, 0
290, 1, 1636426275225, 1636426275581, 356, 0, 356, 0, 0, 0
293, 1, 1636426275845, 1636426276201, 356, 2, 354, 2, 0, 2
296, 1, 1636426276465, 1636426276821, 356, 2, 354, 1, 1, 2
299, 1, 1636426277085, 1636426277437, 352, 0, 352, 0, 0, 0
302, 1, 1636426277709, 1636426278061, 352, 0, 352, 0, 0, 0
305, 1, 1636426278325, 1636426278677, 352, 0, 352, 0, 0, 0
308, 1, 1636426278941, 1636426279293, 352, 1, 351, 0, 0, 0
311, 1, 1636426279557, 1636426279909, 352, 0, 352, 0, 0, 0
314, 1, 1636426280173, 1636426280525, 352, 0, 352, 0, 0, 0
317, 1, 1636426280788, 1636426281141, 353, 1, 352, 0, 0, 0
320, 1, 1636426281408, 1636426281761, 353, 2, 351, 1, 1, 2
323, 1, 1636426282025, 1636426282377, 352, 1, 351, 1, 0, 1
326, 1, 1636426282640, 1636426282993, 353, 1, 352, 0, 0, 0
329, 1, 1636426283257, 1636426283609, 352, 0, 352, 0, 0, 0
332, 1, 1636426283877, 1636426284229, 352, 0, 352, 0, 0, 0
335, 1, 1636426284493, 1636426284845, 352, 0, 352, 0, 0, 0
338, 1, 1636426285113, 1636426285464, 351, 0, 351, 0, 0, 0
340, 1, 1636426285729, 1636426286081, 352, 0, 352, 0, 0, 0
343, 1, 1636426286345, 1636426286697, 352, 1, 351, 0, 0, 0
346, 1, 1636426286961, 1636426287313, 352, 0, 352, 0, 0, 0
349, 1, 1636426287585, 1636426287937, 352, 0, 352, 0, 0, 0
352, 1, 1636426288201, 1636426288557, 356, 0, 356, 0, 0, 0
355, 1, 1636426288821, 1636426289172, 351, 0, 351, 0, 0, 0
358, 1, 1636426289437, 1636426289789, 352, 0, 352, 0, 0, 0
361, 1, 1636426290057, 1636426290409, 352, 1, 351, 0, 0, 0
364, 1, 1636426290673, 1636426291025, 352, 1, 351, 0, 0, 0
367, 1, 1636426291289, 1636426291641, 352, 1, 351, 1, 0, 1
