Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636429417772, 1636429418271, 499, 69, 430, 28, 5, 33
2, 1, 1636429418637, 1636429419041, 404, 2, 402, 0, 0, 0
3, 1, 1636429419357, 1636429419770, 413, 4, 409, 2, 1, 3
4, 1, 1636429420085, 1636429420493, 408, 3, 405, 0, 1, 1
5, 1, 1636429420809, 1636429421217, 408, 4, 404, 0, 0, 0
6, 1, 1636429421529, 1636429421938, 409, 5, 404, 1, 1, 2
7, 1, 1636429422249, 1636429422658, 409, 5, 404, 0, 0, 0
8, 1, 1636429422969, 1636429423378, 409, 4, 405, 0, 0, 0
9, 1, 1636429423689, 1636429424109, 420, 4, 416, 3, 0, 3
10, 1, 1636429424421, 1636429424829, 408, 2, 406, 1, 0, 1
11, 1, 1636429425141, 1636429425549, 408, 3, 405, 0, 0, 0
12, 1, 1636429425861, 1636429426269, 408, 4, 404, 1, 0, 1
13, 1, 1636429426581, 1636429426989, 408, 3, 405, 0, 0, 0
14, 1, 1636429427301, 1636429427709, 408, 3, 405, 0, 0, 0
15, 1, 1636429428021, 1636429428429, 408, 3, 405, 1, 0, 1
17, 1, 1636429428741, 1636429429150, 409, 7, 402, 1, 0, 1
19, 1, 1636429429461, 1636429429825, 364, 4, 360, 2, 0, 2
21, 1, 1636429430093, 1636429430457, 364, 3, 361, 0, 0, 0
23, 1, 1636429430729, 1636429431097, 368, 2, 366, 2, 0, 2
25, 1, 1636429431365, 1636429431725, 360, 2, 358, 1, 1, 2
26, 1, 1636429431993, 1636429432353, 360, 2, 358, 1, 0, 1
28, 1, 1636429432621, 1636429432985, 364, 2, 362, 0, 0, 0
30, 1, 1636429433253, 1636429433617, 364, 3, 361, 2, 0, 2
32, 1, 1636429433889, 1636429434253, 364, 2, 362, 0, 0, 0
34, 1, 1636429434521, 1636429434885, 364, 3, 361, 0, 0, 0
36, 1, 1636429435152, 1636429435505, 353, 2, 351, 1, 0, 1
38, 1, 1636429435777, 1636429436141, 364, 2, 362, 0, 0, 0
40, 1, 1636429436405, 1636429436765, 360, 2, 358, 1, 0, 1
42, 1, 1636429437037, 1636429437401, 364, 2, 362, 1, 0, 1
44, 1, 1636429437669, 1636429438029, 360, 1, 359, 1, 0, 1
46, 1, 1636429438297, 1636429438657, 360, 1, 359, 0, 1, 1
48, 1, 1636429438925, 1636429439290, 365, 2, 363, 0, 1, 1
50, 1, 1636429439557, 1636429439921, 364, 2, 362, 0, 1, 1
52, 1, 1636429440193, 1636429440553, 360, 2, 358, 2, 0, 2
54, 1, 1636429440825, 1636429441181, 356, 3, 353, 0, 0, 0
56, 1, 1636429441449, 1636429441813, 364, 2, 362, 0, 1, 1
58, 1, 1636429442081, 1636429442445, 364, 3, 361, 0, 1, 1
60, 1, 1636429442709, 1636429443069, 360, 1, 359, 0, 0, 0
62, 1, 1636429443341, 1636429443705, 364, 3, 361, 0, 1, 1
65, 1, 1636429443973, 1636429444337, 364, 0, 364, 0, 0, 0
68, 1, 1636429444605, 1636429444969, 364, 0, 364, 0, 0, 0
71, 1, 1636429445237, 1636429445601, 364, 2, 362, 0, 1, 1
74, 1, 1636429445869, 1636429446233, 364, 2, 362, 1, 0, 1
77, 1, 1636429446501, 1636429446861, 360, 0, 360, 0, 0, 0
80, 1, 1636429447129, 1636429447493, 364, 1, 363, 0, 1, 1
83, 1, 1636429447765, 1636429448129, 364, 1, 363, 0, 1, 1
86, 1, 1636429448397, 1636429448761, 364, 2, 362, 0, 0, 0
88, 1, 1636429449033, 1636429449397, 364, 2, 362, 0, 0, 0
91, 1, 1636429449665, 1636429450029, 364, 1, 363, 0, 1, 1
94, 1, 1636429450297, 1636429450661, 364, 2, 362, 0, 0, 0
97, 1, 1636429450929, 1636429451289, 360, 1, 359, 0, 0, 0
100, 1, 1636429451556, 1636429451913, 357, 2, 355, 1, 0, 1
103, 1, 1636429452181, 1636429452545, 364, 1, 363, 0, 1, 1
106, 1, 1636429452813, 1636429453177, 364, 1, 363, 0, 0, 0
109, 1, 1636429453449, 1636429453805, 356, 3, 353, 1, 0, 1
112, 1, 1636429454077, 1636429454437, 360, 0, 360, 0, 0, 0
115, 1, 1636429454708, 1636429455061, 353, 1, 352, 0, 0, 0
118, 1, 1636429455329, 1636429455693, 364, 1, 363, 0, 0, 0
121, 1, 1636429455961, 1636429456325, 364, 2, 362, 0, 0, 0
124, 1, 1636429456593, 1636429456949, 356, 1, 355, 0, 0, 0
127, 1, 1636429457217, 1636429457577, 360, 0, 360, 0, 0, 0
130, 1, 1636429457845, 1636429458209, 364, 2, 362, 0, 1, 1
133, 1, 1636429458476, 1636429458841, 365, 0, 365, 0, 0, 0
136, 1, 1636429459109, 1636429459465, 356, 1, 355, 0, 0, 0
139, 1, 1636429459733, 1636429460093, 360, 5, 355, 3, 1, 4
142, 1, 1636429460361, 1636429460725, 364, 0, 364, 0, 0, 0
145, 1, 1636429460989, 1636429461353, 364, 1, 363, 0, 0, 0
148, 1, 1636429461621, 1636429461977, 356, 2, 354, 1, 0, 1
151, 1, 1636429462245, 1636429462609, 364, 2, 362, 0, 1, 1
154, 1, 1636429462877, 1636429463241, 364, 0, 364, 0, 0, 0
157, 1, 1636429463513, 1636429463873, 360, 1, 359, 0, 0, 0
160, 1, 1636429464141, 1636429464504, 363, 0, 363, 0, 0, 0
163, 1, 1636429464769, 1636429465133, 364, 0, 364, 0, 0, 0
166, 1, 1636429465401, 1636429465765, 364, 1, 363, 0, 0, 0
169, 1, 1636429466033, 1636429466393, 360, 0, 360, 0, 0, 0
172, 1, 1636429466661, 1636429467021, 360, 0, 360, 0, 0, 0
175, 1, 1636429467289, 1636429467653, 364, 1, 363, 0, 0, 0
178, 1, 1636429467921, 1636429468272, 351, 1, 350, 0, 0, 0
181, 1, 1636429468536, 1636429468897, 361, 1, 360, 0, 0, 0
184, 1, 1636429469168, 1636429469529, 361, 1, 360, 0, 0, 0
187, 1, 1636429469801, 1636429470164, 363, 1, 362, 0, 0, 0
190, 1, 1636429470429, 1636429470789, 360, 2, 358, 0, 0, 0
193, 1, 1636429471057, 1636429471425, 368, 0, 368, 0, 0, 0
196, 1, 1636429471693, 1636429472053, 360, 0, 360, 0, 0, 0
199, 1, 1636429472321, 1636429472681, 360, 1, 359, 0, 0, 0
202, 1, 1636429472953, 1636429473313, 360, 2, 358, 1, 0, 1
205, 1, 1636429473581, 1636429473941, 360, 1, 359, 0, 0, 0
208, 1, 1636429474209, 1636429474564, 355, 2, 353, 1, 1, 2
211, 1, 1636429474829, 1636429475193, 364, 0, 364, 0, 0, 0
214, 1, 1636429475465, 1636429475829, 364, 1, 363, 0, 0, 0
217, 1, 1636429476101, 1636429476461, 360, 1, 359, 0, 0, 0
220, 1, 1636429476729, 1636429477093, 364, 0, 364, 0, 0, 0
223, 1, 1636429477356, 1636429477713, 357, 2, 355, 0, 1, 1
226, 1, 1636429477980, 1636429478337, 357, 1, 356, 0, 0, 0
229, 1, 1636429478608, 1636429478969, 361, 1, 360, 0, 0, 0
232, 1, 1636429479237, 1636429479593, 356, 1, 355, 0, 0, 0
235, 1, 1636429479861, 1636429480225, 364, 1, 363, 0, 1, 1
238, 1, 1636429480493, 1636429480853, 360, 0, 360, 0, 0, 0
241, 1, 1636429481121, 1636429481485, 364, 0, 364, 0, 0, 0
244, 1, 1636429481753, 1636429482117, 364, 0, 364, 0, 0, 0
247, 1, 1636429482385, 1636429482745, 360, 0, 360, 0, 0, 0
250, 1, 1636429483013, 1636429483377, 364, 0, 364, 0, 0, 0
253, 1, 1636429483645, 1636429484009, 364, 0, 364, 0, 0, 0
256, 1, 1636429484277, 1636429484641, 364, 0, 364, 0, 0, 0
259, 1, 1636429484909, 1636429485273, 364, 0, 364, 0, 0, 0
262, 1, 1636429485541, 1636429485905, 364, 1, 363, 0, 0, 0
265, 1, 1636429486173, 1636429486537, 364, 0, 364, 0, 0, 0
268, 1, 1636429486805, 1636429487169, 364, 0, 364, 0, 0, 0
271, 1, 1636429487437, 1636429487801, 364, 1, 363, 0, 0, 0
274, 1, 1636429488069, 1636429488429, 360, 0, 360, 0, 0, 0
277, 1, 1636429488697, 1636429489061, 364, 0, 364, 0, 0, 0
280, 1, 1636429489329, 1636429489692, 363, 0, 363, 0, 0, 0
283, 1, 1636429489957, 1636429490317, 360, 0, 360, 0, 0, 0
286, 1, 1636429490585, 1636429490941, 356, 1, 355, 0, 0, 0
289, 1, 1636429491209, 1636429491573, 364, 0, 364, 0, 0, 0
292, 1, 1636429491841, 1636429492205, 364, 0, 364, 0, 0, 0
295, 1, 1636429492473, 1636429492833, 360, 1, 359, 0, 0, 0
298, 1, 1636429493101, 1636429493465, 364, 1, 363, 0, 0, 0
301, 1, 1636429493733, 1636429494093, 360, 2, 358, 0, 0, 0
304, 1, 1636429494365, 1636429494729, 364, 0, 364, 0, 0, 0
307, 1, 1636429494997, 1636429495361, 364, 0, 364, 0, 0, 0
310, 1, 1636429495629, 1636429495993, 364, 1, 363, 0, 0, 0
313, 1, 1636429496261, 1636429496620, 359, 0, 359, 0, 0, 0
316, 1, 1636429496885, 1636429497245, 360, 2, 358, 1, 0, 1
319, 1, 1636429497513, 1636429497877, 364, 0, 364, 0, 0, 0
322, 1, 1636429498144, 1636429498501, 357, 0, 357, 0, 0, 0
325, 1, 1636429498769, 1636429499129, 360, 0, 360, 0, 0, 0
328, 1, 1636429499397, 1636429499761, 364, 1, 363, 0, 0, 0
331, 1, 1636429500029, 1636429500393, 364, 1, 363, 1, 0, 1
334, 1, 1636429500661, 1636429501025, 364, 1, 363, 0, 1, 1
337, 1, 1636429501297, 1636429501657, 360, 2, 358, 1, 1, 2
340, 1, 1636429501925, 1636429502285, 360, 1, 359, 0, 0, 0
343, 1, 1636429502553, 1636429502917, 364, 0, 364, 0, 0, 0
346, 1, 1636429503185, 1636429503541, 356, 1, 355, 0, 0, 0
349, 1, 1636429503813, 1636429504169, 356, 1, 355, 1, 0, 1
352, 1, 1636429504437, 1636429504792, 355, 1, 354, 0, 0, 0
355, 1, 1636429505057, 1636429505421, 364, 0, 364, 0, 0, 0
358, 1, 1636429505693, 1636429506057, 364, 0, 364, 0, 0, 0
361, 1, 1636429506325, 1636429506685, 360, 0, 360, 0, 0, 0
364, 1, 1636429506952, 1636429507313, 361, 1, 360, 0, 0, 0
367, 1, 1636429507585, 1636429507949, 364, 0, 364, 0, 0, 0
370, 1, 1636429508217, 1636429508581, 364, 0, 364, 0, 0, 0
373, 1, 1636429508849, 1636429509209, 360, 0, 360, 0, 0, 0
376, 1, 1636429509481, 1636429509845, 364, 0, 364, 0, 0, 0
379, 1, 1636429510113, 1636429510473, 360, 0, 360, 0, 0, 0
382, 1, 1636429510745, 1636429511105, 360, 1, 359, 0, 0, 0
385, 1, 1636429511373, 1636429511725, 352, 2, 350, 1, 0, 1
388, 1, 1636429511993, 1636429512353, 360, 1, 359, 0, 0, 0
391, 1, 1636429512621, 1636429512985, 364, 0, 364, 0, 0, 0
394, 1, 1636429513253, 1636429513613, 360, 0, 360, 0, 0, 0
397, 1, 1636429513881, 1636429514241, 360, 0, 360, 0, 0, 0
400, 1, 1636429514509, 1636429514873, 364, 0, 364, 0, 0, 0
403, 1, 1636429515141, 1636429515501, 360, 1, 359, 0, 0, 0
406, 1, 1636429515769, 1636429516129, 360, 0, 360, 0, 0, 0
409, 1, 1636429516397, 1636429516760, 363, 0, 363, 0, 0, 0
412, 1, 1636429517025, 1636429517389, 364, 1, 363, 0, 0, 0
415, 1, 1636429517657, 1636429518021, 364, 0, 364, 0, 0, 0
418, 1, 1636429518289, 1636429518653, 364, 0, 364, 0, 0, 0
421, 1, 1636429518921, 1636429519285, 364, 0, 364, 0, 0, 0
424, 1, 1636429519553, 1636429519909, 356, 1, 355, 0, 0, 0
427, 1, 1636429520177, 1636429520541, 364, 0, 364, 0, 0, 0
430, 1, 1636429520809, 1636429521169, 360, 0, 360, 0, 0, 0
433, 1, 1636429521441, 1636429521801, 360, 0, 360, 0, 0, 0
436, 1, 1636429522069, 1636429522433, 364, 0, 364, 0, 0, 0
439, 1, 1636429522705, 1636429523057, 352, 0, 352, 0, 0, 0
442, 1, 1636429523325, 1636429523689, 364, 0, 364, 0, 0, 0
445, 1, 1636429523953, 1636429524309, 356, 1, 355, 0, 0, 0
448, 1, 1636429524577, 1636429524937, 360, 0, 360, 0, 0, 0
451, 1, 1636429525205, 1636429525569, 364, 0, 364, 0, 0, 0
454, 1, 1636429525837, 1636429526201, 364, 0, 364, 0, 0, 0
457, 1, 1636429526473, 1636429526828, 355, 0, 355, 0, 0, 0
460, 1, 1636429527093, 1636429527453, 360, 1, 359, 0, 0, 0
463, 1, 1636429527721, 1636429528085, 364, 0, 364, 0, 0, 0
466, 1, 1636429528369, 1636429528729, 360, 0, 360, 0, 0, 0
469, 1, 1636429528996, 1636429529357, 361, 1, 360, 0, 0, 0
472, 1, 1636429529625, 1636429529989, 364, 0, 364, 0, 0, 0
475, 1, 1636429530256, 1636429530617, 361, 0, 361, 0, 0, 0
478, 1, 1636429530885, 1636429531241, 356, 1, 355, 0, 0, 0
481, 1, 1636429531509, 1636429531873, 364, 0, 364, 0, 0, 0
484, 1, 1636429532145, 1636429532509, 364, 0, 364, 0, 0, 0
487, 1, 1636429532777, 1636429533137, 360, 1, 359, 0, 0, 0
490, 1, 1636429533405, 1636429533769, 364, 0, 364, 0, 0, 0
493, 1, 1636429534037, 1636429534393, 356, 1, 355, 0, 0, 0
496, 1, 1636429534661, 1636429535021, 360, 1, 359, 0, 0, 0
499, 1, 1636429535289, 1636429535649, 360, 0, 360, 0, 0, 0
