1, 1, 1636242996454, 1636243007260, 10806, 0, 0, 0
2, 1, 1636243008632, 1636243035339, 26707, 7, 1, 8
3, 1, 1636243037099, 1636243069469, 32370, 1, 1, 2
4, 1, 1636243053462, 1636243075626, 22164, 5, 0, 5
